name,orgnr,omsattning_tkrk,anstallda,ort,branscher,allabolag_url
"Holmek Consulting AB",559220-8929,28656,1-4,"602 23 Norrköping","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/holmek-consulting-ab/norrk%C3%B6ping/-/5592208929
"Hobby Butikerna i STHLM AB",556577-3693,20381,3,"126 30 Hägersten","Postorder/e-handel;Spel, nöjesanläggningsutrustningar;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/hobby-butikerna-i-sthlm-ab/h%C3%A4gersten/-/5565773693
"Herr Judit AB",556688-7658,23119,19,"118 21 Stockholm","Möbler;Kläder, skor;Konfektion;Butikshandel;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/herr-judit-ab/stockholm/-/5566887658
"Hedlunds Golv i Västerås Aktiebolag",556099-2348,26435,12,"722 23 Västerås","Byggmästare;Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/hedlunds-golv-i-v%C3%A4ster%C3%A5s-aktiebolag/v%C3%A4ster%C3%A5s/-/5560992348
"Healsafe interiör AB",556886-6726,28944,12,"411 21 Göteborg","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/healsafe-interi%C3%B6r-ab/g%C3%B6teborg/-/5568866726
"Harjak & Månsson AB",556466-0040,46504,12,"111 77 Stockholm","Arkitekter;Designers, formgivare;Textilier;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/harjak-m%C3%A5nsson-ab/stockholm/-/5564660040
"Hardanger Bestikk AB",556528-5763,24309,2,"754 49 Uppsala","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/hardanger-bestikk-ab/uppsala/-/5565285763
"Happy Homes Luleå AB",556628-0516,42504,10,"973 46 Luleå","Färger, lacker, tapeter;Möbler;Möbler - Produktion;Producenter;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/happy-homes-lule%C3%A5-ab/lule%C3%A5/-/5566280516
"Handelshuset i Kungälv AB",556737-5091,23714,4,"442 40 Kungälv","Hushållsutrustningar, vitvaror;Ljudanläggningar, ljusanläggningar, bildanläggningar;Grossister;Hushållsutrustningar, vitvaror - grossister;Kemikalier, industrikemikaleier - grossist;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/handelshuset-i-kung%C3%A4lv-ab/kung%C3%A4lv/-/5567375091
"Hallbergs Belysning AB",556315-2999,28230,15,"515 34 Viskafors","Belysningsarmatur - Komponenter;Grossister;Producenter;Övrig tillverkning",https://www.allabolag.se/foretag/hallbergs-belysning-ab/viskafors/-/5563152999
"HS Retail Stockholm 2 AB",559168-5002,20183,7,"024
20 183","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/hs-retail-stockholm-2-ab/stockholm/-/5591685002
"HISAB/PARTAJ Aktiebolag",556328-7779,20912,7,"291 69 Fjälkinge","Livsmedel;Kontorstjänster;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/hisabpartaj-aktiebolag/fj%C3%A4lkinge/-/5563287779
"HEAB Butiks & Lagerinredning AB",556792-5986,29911,7,"554 74 Jönköping","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/heab-butiks-lagerinredning-ab/j%C3%B6nk%C3%B6ping/-/5567925986
"Gustaf Westman Objects AB",559255-5568,24495,11,"116 36 Stockholm","Belysningsarmatur - Komponenter;Designers, formgivare;Industridesigners;Grossister",https://www.allabolag.se/foretag/gustaf-westman-objects-ab/stockholm/-/5592555568
"Grimstorp Försäljning Aktiebolag",556108-5191,35247,4,"571 38 Nässjö","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/grimstorp-f%C3%B6rs%C3%A4ljning-aktiebolag/n%C3%A4ssj%C3%B6/-/5561085191
"Golvteam i Huskvarna AB",556633-2267,32432,15,"561 32 Huskvarna","Byggmästare;Golvbeläggningar;Mattor;Snickeriarbeten;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/golvteam-i-huskvarna-ab/huskvarna/-/5566332267
"Golvab i Borlänge Aktiebolag",556194-1427,20215,15,"781 71 Borlänge","Byggmästare;Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/golvab-i-borl%C3%A4nge-aktiebolag/borl%C3%A4nge/-/5561941427
"Gobo AB",559418-8921,34457,2,"120 44 Årsta","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/gobo-ab/%C3%A5rsta/-/5594188921
"Glashuset Inredning & Design Sverige AB",556773-1293,35890,6,"215 86 Malmö","Fastighetsbolag, lokaler;Lager;Möbler;Spedition;Transportförmedling;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/glashuset-inredning-design-sverige-ab/malm%C3%B6/-/5567731293
"Getinge Försäljnings Aktiebolag",556130-6068,21522,5,"305 76 Getinge","Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/getinge-f%C3%B6rs%C3%A4ljnings-aktiebolag/getinge/-/5561306068
"Gefleborgs Flyttservice AB",556750-8949,30822,31,"802 93 Gävle","Flyttfirmor;Lager;Möbler;Transportförmedling;Åkerier;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/gefleborgs-flyttservice-ab/g%C3%A4vle/-/5567508949
"Galleri Mikael & Thomas Asplund Aktiebolag",556412-1969,29330,13,"114 42 Stockholm","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/galleri-mikael-thomas-asplund-aktiebolag/stockholm/-/5564121969
"GRIPP INREDNING AB",556732-1038,26884,3,"541 30 Skövde","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/gripp-inredning-ab/sk%C3%B6vde/-/5567321038
"GK Restauranger AB",556719-3635,27642,16,"593 33 Västervik","Livsmedel;Restauranger;Textilier;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/gk-restauranger-ab/v%C3%A4stervik/-/5567193635
"G. Lundgrens Hushållsmaskiner Aktiebolag",556191-0117,23810,12,"891 55 Arnäsvall","Radio TV, video;Hushållsmaskiner och apparater, radio, tv, cd och musikinstrument;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/g.-lundgrens-hush%C3%A5llsmaskiner-aktiebolag/arn%C3%A4svall/-/5561910117
"Färgbröderna i Malung Aktiebolag",556449-0984,35238,16,"782 33 Malung","Byggmästare;Färger, lacker, tapeter;Golvbeläggningar;Mattor;Butikshandel;Detaljhandel;Virke och byggvaror",https://www.allabolag.se/foretag/f%C3%A4rgbr%C3%B6derna-i-malung-aktiebolag/malung/-/5564490984
"Färgaktiebolaget Gamol",556046-8687,23361,4,"451 76 Uddevalla","Färger, lacker, tapeter;Golvbeläggningar;Mattor;Trävaror;Grossister;Trä och byggvaror - grossist;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/f%C3%A4rgaktiebolaget-gamol/uddevalla/-/5560468687
"Färg, Bad och Kakel i Arvika AB",556615-3960,23904,7,"671 30 Arvika","Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/f%C3%A4rg-bad-och-kakel-i-arvika-ab/arvika/-/5566153960
"FÄRGHUSET AK LACK Aktiebolag",556196-7562,23800,9,"461 37 Trollhättan","Färger, lacker, tapeter;Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/f%C3%A4rghuset-ak-lack-aktiebolag/trollh%C3%A4ttan/-/5561967562
"Fyndlagret i Tranås AB",559266-7322,23182,8,"573 41 Tranås","Kläder;Textilier;Grossister;Konfektion;Möbler, inredning, kök- och belysningsutrustning;Textilier - Partihandel;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/fyndlagret-i-tran%C3%A5s-ab/tran%C3%A5s/-/5592667322
"Future Group Svenska AB",556576-8594,23289,5,"025
23 289","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/future-group-svenska-ab/trollh%C3%A4ttan/-/5565768594
"Franks Färg Aktiebolag",556280-1240,21615,8,"761 42 Norrtälje","Färger, lacker, tapeter;Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/franks-f%C3%A4rg-aktiebolag/norrt%C3%A4lje/-/5562801240
"Frame it International AB",559158-3595,29965,15,"111 56 Stockholm","Postorder/e-handel;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/frame-it-international-ab/stockholm/-/5591583595
"FlowerTeam of Sweden Aktiebolag",556554-1058,27837,16,"254 69 Ödåkra","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel;Blommor, växter och tillbehör",https://www.allabolag.se/foretag/flowerteam-of-sweden-aktiebolag/%C3%B6d%C3%A5kra/-/5565541058
"FittinQ AB",559043-8627,27468,0,"221 04 Lund","Postorder/e-handel;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel",https://www.allabolag.se/foretag/fittinq-ab/lund/-/5590438627
"Fibertrone AB",556579-3212,22084,4,"434 37 Kungsbacka","Belysningsarmatur - Komponenter;Ljudanläggningar, ljusanläggningar, bildanläggningar;Grossister",https://www.allabolag.se/foretag/fibertrone-ab/kungsbacka/-/5565793212
"Feel Design AB",556817-1309,38707,5,"289 92 Broby","Arkitekter;Designers, formgivare;Textilier;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/feel-design-ab/broby/-/5568171309
"Familjen Jonsson AB",556841-0657,26184,4,"503 30 Borås","Köksinredningar;Möbler;Möbler - Produktion;Producenter;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/familjen-jonsson-ab/bor%C3%A5s/-/5568410657
"FCT-Köpcenter AB",556602-3676,28120,12,"282 34 Tyringe","Restauranger;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/fct-k%C3%B6pcenter-ab/tyringe/-/5566023676
"Ernst Textil Aktiebolag",556625-7597,44667,18,"269 41 Östra Karup","Belysningsarmatur - Komponenter;Kontorsinredningar;Textilier;Grossister;Producenter;Textilier - Partihandel;Textilier - Produktion",https://www.allabolag.se/foretag/ernst-textil-aktiebolag/%C3%B6stra-karup/-/5566257597
"Erikslunds Möbler AB",556902-5470,23882,13,"721 38 Västerås","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/erikslunds-m%C3%B6bler-ab/v%C3%A4ster%C3%A5s/-/5569025470
"Ergonomic Office EO AB",556901-2007,21724,4,"118 53 Stockholm","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/ergonomic-office-eo-ab/stockholm/-/5569012007
"Engelska Tapetmagasinet Aktiebolag",556439-0408,34672,13,"411 17 Göteborg","Färger, lacker, tapeter;Golvbeläggningar;Postorder/e-handel;Mattor;Textilier;Läder, skor, inredning, reseeffekter och textilier;Möbler, inredning, kök- och belysningsutrustning;Producenter;Textilier - Produktion;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/engelska-tapetmagasinet-aktiebolag/g%C3%B6teborg/-/5564390408
"Emmaboda Möbler AB",556066-2313,20393,7,"361 31 Emmaboda","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/emmaboda-m%C3%B6bler-ab/emmaboda/-/5560662313
"Elektra i Jämtland AB",559309-0706,21973,14,"833 35 Strömsund","Byggmästare;Elinstallationer;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/elektra-i-j%C3%A4mtland-ab/str%C3%B6msund/-/5593090706
"Eldstaden Oskarshamn AB",559382-1332,20465,9,"572 36 Oskarshamn","Byggmästare;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/eldstaden-oskarshamn-ab/oskarshamn/-/5593821332
"Elbyrån i Gävle Aktiebolag",556538-6561,24961,21,"803 09 Gävle","Byggmästare;Elinstallationer;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/elbyr%C3%A5n-i-g%C3%A4vle-aktiebolag/g%C3%A4vle/-/5565386561
"Elaffären ELON i Lidköping AB",556412-7172,28538,8,"531 60 Lidköping","Hushållsmaskiner och apparater, radio, tv, cd och musikinstrument;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/elaff%C3%A4ren-elon-i-lidk%C3%B6ping-ab/lidk%C3%B6ping/-/5564127172
"El & Kraft i Malmfälten AB",556754-6600,29655,15,"983 34 Malmberget","Byggmästare;Elinstallationer;Möbler, inredning, kök- och belysningsutrustning;Reparatörer;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/el-kraft-i-malmf%C3%A4lten-ab/malmberget/-/5567546600
"Ekströms Färghus AB",556399-1099,20701,7,"352 46 Växjö","Färger, lacker, tapeter;Golvbeläggningar;Mattor;Butikshandel;Detaljhandel;Virke och byggvaror",https://www.allabolag.se/foretag/ekstr%C3%B6ms-f%C3%A4rghus-ab/v%C3%A4xj%C3%B6/-/5563991099
"Edsbergs Möbler Aktiebolag",556235-1758,48041,14,"761 31 Norrtälje","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/edsbergs-m%C3%B6bler-aktiebolag/norrt%C3%A4lje/-/5562351758
"Easyfront AB",559096-5744,23017,8,"113 22 Stockholm","Postorder/e-handel;Möbler, inredning, kök- och belysningsutrustning;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/easyfront-ab/stockholm/-/5590965744
"Easyform AB",556662-2220,25414,6,"426 71 Västra Frölunda","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/easyform-ab/v%C3%A4stra-fr%C3%B6lunda/-/5566622220
"EXIN Bygg & Inredning i Västerås Aktiebolag",556223-9011,23391,17,"721 30 Västerås","Flyttfirmor;Kontorsinredningar;Transportförmedling;Åkerier;Grossister",https://www.allabolag.se/foretag/exin-bygg-inredning-i-v%C3%A4ster%C3%A5s-aktiebolag/v%C3%A4ster%C3%A5s/-/5562239011
"ES-LJUS AB",556595-3774,34541,1,"757 54 Uppsala","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/es-ljus-ab/uppsala/-/5565953774
"EPEK Kontor AB",559029-3980,20128,7,"116 45 Stockholm","Datorer - Kringutrustningar;Kontorsmateriel;Möbler;Uthyrning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/epek-kontor-ab/stockholm/-/5590293980
"Dynäs Import Aktiebolag",556034-6289,47829,4,"213 76 Malmö","Ljudanläggningar, ljusanläggningar, bildanläggningar;Grossister;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/dyn%C3%A4s-import-aktiebolag/malm%C3%B6/-/5560346289
"DuoLight AB",556665-5816,21517,3,"235 39 Vellinge","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/duolight-ab/vellinge/-/5566655816
"Dizaynia Möbler AB",556773-7530,27022,10,"213 64 Malmö","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/dizaynia-m%C3%B6bler-ab/malm%C3%B6/-/5567737530
"Ditt andra hem AB",556850-4160,21366,8,"903 22 Umeå","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/ditt-andra-hem-ab/ume%C3%A5/-/5568504160
"Desyt AB",556664-1535,21844,3,"411 19 Göteborg","Byggmästare;Evenemangsproduktioner;Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/desyt-ab/g%C3%B6teborg/-/5566641535
"De&W Möbler AB",556474-0461,24836,7,"831 72 Östersund","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/dew-m%C3%B6bler-ab/%C3%B6stersund/-/5564740461
"Dasbaf Aktiebolag",556540-4661,41683,17,"216 16 Limhamn","Golvbeläggningar;Mattor;Sport;Grossister;Sport - grossist;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/dasbaf-aktiebolag/limhamn/-/5565404661
"DEBORA Örebro Interiör Aktiebolag",556233-5140,30566,6,"702 27 Örebro","Färger, lacker, tapeter;Golvbeläggningar;Mattor;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/debora-%C3%B6rebro-interi%C3%B6r-aktiebolag/%C3%B6rebro/-/5562335140
"DANSANI SWEDEN Aktiebolag",556029-5239,46298,5,"271 39 Ystad","Golvbeläggningar;Mattor;Grossister;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/dansani-sweden-aktiebolag/ystad/-/5560295239
"Cyklos AB",556830-1880,43355,6,"647 31 Mariefred","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/cyklos-ab/mariefred/-/5568301880
"Cuero Design AB",556984-2718,20569,2,"024
20 569","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/cuero-design-ab/stockholm/-/5569842718
"Cubea Interior Design AB",556844-6313,35609,0,"254 67 Helsingborg","Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/cubea-interior-design-ab/helsingborg/-/5568446313
"Classic Collection Stockholm AB",556960-5099,26158,3,"137 69 Österhaninge","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/classic-collection-stockholm-ab/%C3%B6sterhaninge/-/5569605099
"Cirkulär Interiör Öresund AB",556820-4910,24490,5,"213 76 Malmö","Belysningsarmatur - Komponenter;Kontorsinredningar;Grossister",https://www.allabolag.se/foretag/cirkul%C3%A4r-interi%C3%B6r-%C3%B6resund-ab/malm%C3%B6/-/5568204910
"Calvin Uddevalla AB",559339-4967,27373,14,"455 34 Munkedal","Spel, nöjesanläggningsutrustningar;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel;Detaljhandel - annat",https://www.allabolag.se/foretag/calvin-uddevalla-ab/munkedal/-/5593394967
"Caleidoscope Systems Aktiebolag",556332-0919,48301,9,"252 27 Helsingborg","Belysningsarmatur;Belysningsarmatur - Komponenter;Trävaror;Undertak, undertaksarbeten;Grossister;Trä och byggvaror - grossist",https://www.allabolag.se/foretag/caleidoscope-systems-aktiebolag/helsingborg/-/5563320919
"C2 Operations AB",559337-4076,20533,13,"024
20 533","Belysningsarmatur - Komponenter;Uthyrning;Grossister;Arbetskraftstjänster",https://www.allabolag.se/foretag/c2-operations-ab/stockholm/-/5593374076
"Byggfirman Bengt Söderman AB",556586-7081,40576,13,"142 50 Skogås","Kontorsinredningar;Trävaror;Grossister;Producenter;Trävaror - produktion",https://www.allabolag.se/foretag/byggfirman-bengt-s%C3%B6derman-ab/skog%C3%A5s/-/5565867081
"ByggUppMera i Skivarp AB",556722-2095,21973,6,"274 51 Skivarp","Järnvaror;Trävaror;Grossister;Kemikalier, industrikemikaleier - grossist;Möbler, inredning, kök- och belysningsutrustning;Trä och byggvaror - grossist;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bygguppmera-i-skivarp-ab/skivarp/-/5567222095
"Burner Sverige AB",556642-9477,21176,3,"235 32 Vellinge","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/burner-sverige-ab/vellinge/-/5566429477
"Bucca Studio AB",559237-9159,24023,1,"114 52 Stockholm","Arkitekter;Belysningsarmatur - Komponenter;Designers, formgivare;Byggentreprenader-Infrastruktur;Konsulter;Miljöteknik;Teknikkonsulter;Grossister",https://www.allabolag.se/foretag/bucca-studio-ab/stockholm/-/5592379159
"Bruket i Wiared AB",559297-9057,34563,20,"025
34 563","Restauranger;Textilier;Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bruket-i-wiared-ab/bor%C3%A5s/-/5592979057
"Bruka Design Aktiebolag",556195-4610,44192,16,"115 56 Stockholm","Belysningsarmatur - Komponenter;Grossister",https://www.allabolag.se/foretag/bruka-design-aktiebolag/stockholm/-/5561954610
"Bror Pehrssons Möbler AB",556503-0938,20801,11,"342 32 Alvesta","Fastighetsbolag, lokaler;Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/bror-pehrssons-m%C3%B6bler-ab/alvesta/-/5565030938
"Bromölla Möbelaffär Aktiebolag",556074-9045,23442,13,"371 49 Karlskrona","Möbler;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/brom%C3%B6lla-m%C3%B6belaff%C3%A4r-aktiebolag/karlskrona/-/5560749045
"Brasvärme i Norr AB",559122-6260,22793,9,"931 76 Skellefteå","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/brasv%C3%A4rme-i-norr-ab/skellefte%C3%A5/-/5591226260
"Boutique Tinna Aktiebolag",556214-0029,21740,7,"411 08 Göteborg","Möbler, inredning, kök- och belysningsutrustning;Butikshandel;Detaljhandel",https://www.allabolag.se/foretag/boutique-tinna-aktiebolag/g%C3%B6teborg/-/5562140029
