orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,county,municipality,post_place,zip_code,address,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,status,phone,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,domain,email,contact_page,source,is_webshop,webshop_signals,webshop_platform,webshop_debug,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons,debug
556564-0199,Q4 Ekonomi AB,Q4 Ekonomi AB,Mode,"Redovisning, bokföring","Redovisning, bokföring; Skatterådgivning",Västernorrland,Örnsköldsvik,Örnsköldsvik,891 31,Magasinsallén 2E,12931000,2024-12,sweet_spot,true,11,,+46 660 24 70 00,info@q4ekonomi.se,https://q4ekonomi.se/,https://q4ekonomi.se/,https://www.allabolag.se/foretag/q4-ekonomi/ornskoldsvik/-/2K1MZGNI5YGRY,already_present,,,q4ekonomi.se,info@q4ekonomi.se,https://q4ekonomi.se,static,no,product_cards,,static@https://q4ekonomi.se:productCards(3),,,,,,,,,,,,no,,5,has_identity,
559292-7114,Leksaksfabriken i Dalarna AB,Leksaksfabriken i Dalarna AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel",Dalarna,Leksand,Leksand,793 31,Leksandsvägen 3,12758000,2024-12,sweet_spot,true,6,,,,,,https://www.allabolag.se/foretag/leksaksfabriken-i-dalarna-ab/leksand/-/2KHVU6II5YHPS,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Leksaksfabriken%20i%20Dalarna%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556900-9789,Juhl Svenska AB,Juhl Svenska AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Skåne,Helsingborg,Helsingborg,,,12727000,2025-06,sweet_spot,true,1,,,,,,https://www.allabolag.se/foretag/juhl-svenska-ab/helsingborg/-/2K3N7GDI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Juhl%20Svenska%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556462-9060,Jansens Modehus Aktiebolag,Jansens Modehus Aktiebolag,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Blekinge,Karlshamn,Karlshamn,374 35,Drottninggatan 39,12608000,2025-04,sweet_spot,true,6,,0454302432,,,,https://www.allabolag.se/foretag/jansens-modehus-aktiebolag/karlshamn/-/2K11B9GI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Jansens%20Modehus%20Aktiebolag%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556670-5728,Docksta Sko,Docksta Sko AB,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter; Medicinteknisk utrustning; Medicinteknisk utrustning - produktion; Konfektion; Kläder; Grossister,Västernorrland,Kramfors,Docksta,873 96,Berg 301,12579000,2025-08,sweet_spot,true,6,,+46 613 402 50,,,http://www.dockstasko.se/,https://www.allabolag.se/foretag/docksta-sko-ab/kramfors/-/2K29TMOI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/docksta+sko+ab/docksta/mqrydalmn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,dockstasko.se,info@dockstasko.se,https://www.dockstasko.se/kontakt,browser,yes,checkout_provider; cart; checkout; product_cards; priced_cards; provider:shopify,shopify,main@https://www.dockstasko.se/:hasCheckout(urlPath:/checkout) | main@https://www.dockstasko.se/:hasCart(urlPath:/cart) | main@https://www.dockstasko.se/:pricedCards(multiPrices) | main@https://www.dockstasko.se/:providers(shopify) | main@https://www.dockstasko.se/:productCards(134) | DECISION@main@https://www.dockstasko.se/ | contact_like@https://www.dockstasko.se/pages/kontakta-oss:hasCheckout(urlPath:/checkout) | contact_like@https://www.dockstasko.se/pages/kontakta-oss:hasCart(urlPath:/cart) | contact_like@https://www.dockstasko.se/pages/kontakta-oss:pricedCards(multiPrices) | contact_like@https://www.dockstasko.se/pages/kontakta-oss:providers(shopify) | contact_like@https://www.dockstasko.se/pages/kontakta-oss:productCards(70) | DECISION@contact_like@https://www.dockstasko.se/pages/kontakta-oss,80,5,49,320,0,0,0,64,414,100,9,no,,58,"is_webshop, platform:shopify, catalog_50plus, seo_gap_low, has_email",sitemap:80_products_from_2_sitemaps | seo_sampled:5 gap:9
556419-6284,Aktiebolaget Mathisens Skofabrik,Aktiebolaget Mathisens Skofabrik,Skor,Skor,Skor; Skor och tillbehör - produktion; Producenter,Örebro,Kumla,Kumla,692 73,Sillagatan 12,12571000,2025-04,sweet_spot,true,9,,,,,,https://www.allabolag.se/foretag/aktiebolaget-mathisens-skofabrik/kumla/-/2K0S1BWI5YHGY,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Aktiebolaget%20Mathisens%20Skofabrik%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556515-5610,Ekofekt AB,Ekofekt AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Skåne,Kristianstad,Kristianstad,291 62,Isolatorvägen 6,12541000,2024-12,sweet_spot,true,6,,,,,,https://www.allabolag.se/foretag/ekofekt-ab/kristianstad/-/2K1CLJUI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:14 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Ekofekt%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556408-8614,1910 konfektions AB,1910 konfektions AB,Kosmetika,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor; Skor - detaljister; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Skåne,Simrishamn,Simrishamn,272 31,Stortorget 1,12473000,2025-08,sweet_spot,true,7,,041410585,,,http://www.simrishamnsmodehus.se/,https://www.allabolag.se/foretag/1910-konfektions-ab/simrishamn/-/2K0PQ92I63II4,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/1910+simrishamns+modehus/simrishamn/ikguhggv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,simrishamnsmodehus.se,,https://simrishamnsmodehus.se,browser,no,,,,,,,,,,,,,,,no,,0,unreachable_or_parked,net::ERR_CERT_COMMON_NAME_INVALID at https://simrishamnsmodehus.se | method:browser
556205-9955,Smycka Kumla AB,Smycka Kumla AB,Smycken,Urmakare,"Urmakare; Klockor, ur; Guld, silver, ädelstenar; Butikshandel",Örebro,Kumla,Kumla,692 30,Hagendalsvägen 3,12440000,2025-06,sweet_spot,true,5,,,,,https://www.smycka.se,https://www.allabolag.se/foretag/smycka-kumla-ab/kumla/-/2JYFIS3I63IL5,mojeek,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_candidates:18 | mojeek_picked:smycka.se(score=14),smycka.se,,https://www.smycka.se,static,yes,checkout_provider; checkout; provider:jetshop,jetshop,static@https://www.smycka.se:hasCheckout(urlPath:/betalning) | static@https://www.smycka.se:providers(jetshop) | DECISION@static@https://www.smycka.se,,,,,,,,,,,,no,,36,"is_webshop, platform:jetshop, has_orgnr",
556337-2902,Hökensås Sportfiske AB,Hökensås Sportfiske Aktiebolag,Sport,Sport,"Sport; Fisk, skaldjur; Fiskodling, skaldjursodling, sportfiske; Sportanläggningar; Detaljhandel; Butikshandel",,,TIDAHOLM,522 91,Håkängen,12307000,2024-12,sweet_spot,true,11,,+46 502 230 00; +46 505 441 51,marten@hokensas.se,http://www.hokensas.se,http://www.hokensas.se,https://www.allabolag.se/foretag/hokensas-sportfiske-ab/-/-/2K0AE06I5YHR6,already_present,,,hokensas.se,fiska@hokensas.se,https://hokensas.se,static,no,,,,,,,,,,,,,,,no,,5,has_identity,
559083-3330,Tandhälsan Säter AB,Tandhälsan Säter AB,Kosmetika,Hälsotjänster,"Hälsotjänster; Tandläkare; Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Dalarna,Säter,Säter,783 30,Västra Långgatan 6,12301000,2025-12,sweet_spot,true,7,,,,,http://www.tandhalsansater.se,https://www.allabolag.se/foretag/tandhalsan-sater-ab/sater/-/2KGMYLUI63IHB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tandhalsan-sater-ab/s%C3%A4ter/msefagqbx | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,tandhalsansater.se,,https://tandhalsansater.se,browser,no,,,,,,,,,,,,,,,no,,0,unreachable_or_parked,HTTP 403 | method:browser
559095-6404,Selahatin AB,Selahatin AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister; Industridesigners; Designers, formgivare; Läder och lädervaror; Läder, skor, inredning, reseeffekter och textilier; Detaljhandel; Butikshandel",Stockholm,Stockholm,Stockholm,114 56,Strandvägen 7 b,12242000,2024-12,sweet_spot,true,6,,,,,http://www.selahatin.com,https://www.allabolag.se/foretag/selahatin-ab/stockholm/-/2KGPLKKI63IIB,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/selahatin-ab/stockholm/ikpsydej | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,selahatin.com,shop@selahatin.com; info@selahatin.com; press@selahatin.com,https://www.selahatin.com/support,browser,no,sampled_3; sample_price_1,,main@https://www.selahatin.com/:samplingRan(sampled=3) | sampleURL@https://selahatin.com/shipping-and-returns:status=200:PRICE | sampleURL@https://selahatin.com/press:status=200 | sampleURL@https://selahatin.com/careers:status=200,,,,,,,,,,,,no,,0,not_webshop,
559121-8473,Independent Beauty Sweden AB,Independent Beauty Sweden AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Stockholm,Stockholm,,,12223000,2024-12,sweet_spot,true,0,,,,,,https://www.allabolag.se/foretag/independent-beauty-sweden-ab/stockholm/-/2KGV7S9I63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Independent%20Beauty%20Sweden%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556819-4533,Eciggonline.se,Lalicic Trading AB,E-handel,E-handel,E-handel; Tobak; Detaljhandel; Butikshandel,Skåne,Helsingborg,Ödåkra,25473,Kometgatan 19,12198000,2024-12,sweet_spot,true,3,,,info@eciggonline.se,https://www.eciggonline.se/,https://www.eciggonline.se/,https://www.allabolag.se/foretag/eciggonline-se/helsingborg/-/2K35QEDI5YDVM,already_present,,,eciggonline.se,info@eciggonline.se,https://eciggonline.se,static,yes,checkout_provider; cart; checkout; product_cards; priced_cards; provider:klarna,klarna,static@https://eciggonline.se:hasCheckout(urlPath:/betalning) | static@https://eciggonline.se:hasCart(uiPhrase) | static@https://eciggonline.se:pricedCards(multiPrices) | static@https://eciggonline.se:providers(klarna) | static@https://eciggonline.se:productCards(80) | DECISION@static@https://eciggonline.se,,,,,,,,,,,,no,,41,"is_webshop, platform:klarna, has_email, has_orgnr",dom_fallback:0_urls
556462-4491,Yrkeshögskolan för Hudvård och SPA i Stockholm AB,Yrkeshögskolan för Hudvård och SPA i Stockholm AB,Hudvård,Skolor och utbildning,"Skolor och utbildning; Böcker, papper, tidningar och reklamblad; Postorder/e-handel; Detaljhandel",Västra Götaland,Partille,,,,12124000,2023-12,sweet_spot,true,14,,,,,http://www.yhhs.se/,https://www.allabolag.se/foretag/yrkeshogskolan-for-hudvard-och-spa-i-stockholm-ab/partille/-/2K117QJI63IKI,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/beauty+och+spa/solna/apyalsvy | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,yhhs.se,,https://yhhs.se,browser,no,,,,,,,,,,,,,,,no,,0,unreachable_or_parked,net::ERR_NAME_NOT_RESOLVED at https://yhhs.se | method:browser
559215-8959,Dupes,Dupes AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Detaljhandel; Postorder/e-handel; Butikshandel; Kosmetik - tillverkare och grossister; Grossister",Västra Götaland,Göteborg,Göteborg,411 36,Kungsportsavenyen 43,12090000,2024-12,sweet_spot,true,3,,,,,https://dupes.se,https://www.allabolag.se/foretag/dupes-ab/goteborg/-/2KHFDGVI63IIB,mojeek,medium,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_picked:dupes.se(score=22),dupes.se,dupes.se@hotmail.com,https://dupes.se/pages/om-oss-1,browser,yes,checkout_provider; cart; checkout; product_cards; priced_cards; provider:shopify,shopify,main@https://dupes.se/:hasCheckout(urlPath:/checkout) | main@https://dupes.se/:hasCart(urlPath:/cart) | main@https://dupes.se/:pricedCards(multiPrices) | main@https://dupes.se/:providers(shopify) | main@https://dupes.se/:productCards(200) | DECISION@main@https://dupes.se/ | contact_like@https://dupes.se/pages/om-oss-1:hasCheckout(urlPath:/checkout) | contact_like@https://dupes.se/pages/om-oss-1:hasCart(urlPath:/cart) | contact_like@https://dupes.se/pages/om-oss-1:providers(shopify) | DECISION@contact_like@https://dupes.se/pages/om-oss-1,80,5,32,278,0,0,0,94,501,100,7,no,,57,"is_webshop, platform:shopify, catalog_50plus, seo_gap_low, has_email",sitemap:80_products_from_2_sitemaps | seo_sampled:5 gap:7
559143-3155,JX Distribution AB,JX Distribution AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Stockholm,Tyresö,Tyresö,135 40,Vintervägen 2 a,12000000,2024-12,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/jx-distribution-ab/tyreso/-/2KGZTFNI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:14 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=JX%20Distribution%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556672-3846,Kero Försäljning AB,Kero Försäljning AB,Skor,Skor,"Skor; Skor och tillbehör - produktion; Producenter; Grossister; Läder och lädervaror - tillverkning; Läder och lädervaror; Reseeffekter; Detaljhandel - annat; Detaljhandel; Postorder/e-handel; Läder, skor, inredning, reseeffekter och textilier; Butikshandel",Norrbotten,Pajala,Pajala,984 92,Sattajärvi 320,11929000,2024-12,sweet_spot,true,5,,+46 978 600 00,,,https://www.kero.se/,https://www.allabolag.se/foretag/kero-forsaljning-ab/pajala/-/2K2A7LYI5YHGY,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/kero+f%C3%B6rs%C3%A4ljning+ab/pajala/lmmpbjors | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,kero.se,info@kero.se,https://www.kero.se/kontakt,browser,yes,checkout_provider; cart; product_cards; priced_cards; provider:klarna; provider:woocommerce,"klarna,woocommerce","main@https://www.kero.se/:hasCart(uiPhrase) | main@https://www.kero.se/:pricedCards(multiPrices) | main@https://www.kero.se/:providers(klarna,woocommerce) | main@https://www.kero.se/:productCards(131) | DECISION@main@https://www.kero.se/ | contact_like@https://www.kero.se/kontakt/:hasCart(uiPhrase) | contact_like@https://www.kero.se/kontakt/:providers(klarna,woocommerce) | contact_like@https://www.kero.se/kontakt/:productCards(43) | DECISION@contact_like@https://www.kero.se/kontakt/",17,5,20,0,100,0,0,51,70,60,57,no,,74,"is_webshop, platform:klarna,woocommerce, catalog_small, seo_gap_moderate, missing_meta_desc, has_email, has_orgnr",dom_fallback:17_urls | seo_sampled:5 gap:57
556535-8727,Sandahls Modehus S'34 AB,Sandahls Modehus S'34 AB,Mode,Konfektion,"Konfektion; Butikshandel; Detaljhandel; Kläder, skor",Skåne,Hörby,Hörby,242 31,Storgatan 6,11927000,2025-06,sweet_spot,true,6,,,,,,https://www.allabolag.se/foretag/sandahls-modehus-s-34-ab/horby/-/2K1GY9ZI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Sandahls%20Modehus%20S'34%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556298-5191,Styckens Maskinentrepernad AB,Styckens Maskinentreprenad AB,Smycken,Entreprenörer,Entreprenörer; Byggmästare,Västra Götaland,Tjörn,Skärhamn,471 32,Hamngatan 39,11835000,2025-08,sweet_spot,true,7,,0706670107,,,http://www.styckensmaskin.se/,https://www.allabolag.se/foretag/styckens-maskinentreprenad-ab/tjorn/-/2K022UFI63IFX,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/styckens+maskinentreprenad+ab/sk%C3%A4rhamn/nvicsxdh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,styckensmaskin.se,info@styckensmaskin.se,https://styckensmaskin.se,browser,no,,,main@https://styckensmaskin.se/:samplingRan(sampled=0),,,,,,,,,,,,no,,5,has_identity,
556481-0140,Frisörtjänst Hässleholm AB,Frisörtjänst Hässleholm AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Skåne,Hässleholm,Hässleholm,281 35,Kommendörsgatan 9,11710000,2025-06,sweet_spot,true,3,,045121313,,,,https://www.allabolag.se/foretag/frisortjanst-hassleholm-ab/hassleholm/-/2K156ZGI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Fris%C3%B6rtj%C3%A4nst%20H%C3%A4ssleholm%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
559316-5821,Trädgårdens Wok & Sushi AB,Trädgårdens Wok & Sushi AB,Trädgård,Restauranger,Restauranger,Stockholm,Stockholm,Stockholm,111 47,Birgit Nilssons Allé,11683000,2024-12,sweet_spot,true,7,,,,,,https://www.allabolag.se/foretag/tradgardens-wok-och-sushi-ab/stockholm/-/2KI0YD9I5YH9F,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Tr%C3%A4dg%C3%A5rdens%20Wok%20%26%20Sushi%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556928-8797,Dream JK Sweden AB,Dream JK Sweden AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister; Restauranger",Skåne,Svedala,Svedala,233 31,Storgatan 20,11598000,2025-12,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/dream-jk-sweden-ab/svedala/-/2K3T6QLI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:18 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Dream%20JK%20Sweden%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556755-9140,Chipponett Mode & Kläder AB,Chipponett Mode & Kläder AB,Mode,Konfektion,Konfektion; Kläder; Grossister,Västra Götaland,Borås,Borås,504 68,Grönbogatan 6,11512000,2024-12,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/chipponett-mode-och-klader-ab/boras/-/2K2S44KI63II4,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:12 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Chipponett%20Mode%20%26%20Kl%C3%A4der%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556738-3467,Leksaksborgen Östermalmstorg AB,Leksaksborgen Östermalmstorg AB,Leksaker,"Spel, nöjesanläggningsutrustningar","Spel, nöjesanläggningsutrustningar; Butikshandel; Detaljhandel; Postorder/e-handel",Stockholm,Stockholm,Stockholm,114 42,Östermalmstorg 2,11484000,2024-12,sweet_spot,true,8,,+46 8 663 93 42; +46 8 441 04 23; +46 8 20 22 30,,,https://www.leksaksborgen.se,https://www.allabolag.se/foretag/leksaksborgen-ostermalmstorg-ab/stockholm/-/2K2OCKRI5YHPS,mojeek,low,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found | mojeek_candidates:16 | mojeek_picked:leksaksborgen.se(score=14),leksaksborgen.se," hej@leksaksborgen.se; hej@leksaksborgen.se",https://leksaksborgen.se,browser,no,checkout,,main@https://www.leksaksborgen.se/:hasCheckout(urlPath:/checkout) | main@https://www.leksaksborgen.se/:samplingRan(sampled=0),,,,,,,,,,,,no,,0,not_webshop,
556915-2886,AM Sales Group AB,AM Sales Group AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Skåne,Burlöv,,,,11250000,2024-12,sweet_spot,true,1,,0739394251,,,,https://www.allabolag.se/foretag/am-sales-group-ab/burlov/-/2K3Q9VAI63IIB,not_found,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data | mojeek_candidates:32 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=AM%20Sales%20Group%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
556564-4761,Claudia Cosmetics International AB,Claudia Cosmetics International AB,Kosmetika,"Kosmetik, parfym och frisörartiklar","Kosmetik, parfym och frisörartiklar; Kosmetik - tillverkare och grossister; Grossister",Skåne,Trelleborg,Trelleborg,231 66,Maskingatan 8,11213000,2024-12,sweet_spot,true,3,,,,,,https://www.allabolag.se/foretag/claudia-cosmetics-international-ab/trelleborg/-/2K1N2ZDI63IIB,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data | mojeek_candidates:16 | mojeek_no_name_match | ddg_failed:HTTP 403 for https://html.duckduckgo.com/html/?q=Claudia%20Cosmetics%20International%20AB%20hemsida,,,,,,,,,,,,,,,,,,,,,,,,
