orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556406-6370,Bo D Petersson Åkeri Aktiebolag,Bo D Petersson Åkeri Aktiebolag,49410,,49410,VIMMERBY,59840,ÄLÅKRAGATAN 12,"Bolaget skall bedriva åkerirörelse, handel med värdepapper samt idka därmed förenlig verksamhet.",1990-09-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556446-4385,Advokatfirman Hallberg Aktiebolag,Advokatfirman Hallberg Aktiebolag,69101,,69101,UDDEVALLA,45134,TYGGÅRDEN 1 C,Bolaget skall bedriva advokatverksamhet.,1992-05-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556451-6119,Krogstorps Bygg & Fastighets AB,Krogstorps Bygg & Fastighets AB,43320,,43320; 68201; 69201,NOSSEBRO,46594,ESSUNGA STORA KROGSTORP 401,Föremålet för bolagets verksamhet är byggverksamhet samt att äga och förvalta fastigheter samt juridisk och ekonomisk konsultverksamhet och därmed förenlig verksamhet.,1992-08-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556451-7372,DANJO Aktiebolag,DANJO Aktiebolag,69201,,69201,LIMHAMN,21647,LIMHAMNS STATIONSVÄG 27,"Bolaget skall bedriva bokföring, redovisningstjänster, ekonomisk konsultation samt därmed förenlig verksamhet.",1992-09-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556410-3504,Norsholmen Aktiebolag,Norsholmen Aktiebolag,70200,,70200,UPPLANDS VÄSBY,19468,VALLMOVÄGEN 15,"Bolaget skall bedriva konsultverksamhet inom marknadsföring, företagsstrategier och företagsutveckling, äga, förvalta och uppbära avkastning av förmögenhetstillgångar som fastigheter och värdepapper ävensom idka därmed förenlig verksamhet.",1990-11-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556434-6913,Serkon i Vellinge Aktiebolag,Serkon i Vellinge Aktiebolag,70200,,70200; 69201,VELLINGE,23536,MALMÖVÄGEN 28,"Bolaget ska bedriva konsultverksamhet, bemanning och utbildning inom ekonomi, lön, projektledning och utredning samt därmed förenlig verksamhet.",1991-11-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556443-7225,Sune Carlssons Åkeri AB,Sune Carlssons Åkeri AB,49410,,49410; 43120,NYBRO,38245,MADESJÖVÄGEN 13,Bolaget ska bedriva åkeri- grävning- schaktrörelse och exploatering av berg- och grustäkter samt äga fastigheter och därmed förenlig verksamhet.,1992-03-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556444-4627,Dellner Group AB,Dellner Group AB,70100,,70100,BORLÄNGE,78170,GJUTARGATAN 48,"Bolaget skall köpa, sälja samt förvalta aktier och andra värdepapper ävensom idka därmed förenlig verksamhet.",1992-03-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556384-7937,Laque Aktiebolag,Laque Aktiebolag,71121,,71121; 68201,LÄNNA,74173,LÄNNA GÅRD 18,Bolaget skall bedriva försäljning av kläder samt förvalta fast egendom ävensom idka därmed förenlig verksamhet.,1990-01-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556414-7121,Kranen TB AB,Kranen TB AB,41000,,41000; 43120; 78201,SKOGÅS,14250,LYFTKRANSVÄGEN 17,Föremål för bolagets verksamhet skall vara att bedriva bygg- och anläggningsentreprenader ävensom konsultverksamhet inom samma område samt idka därmed förenlig verksamhet.,1991-01-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556417-2202,Rugar AB,Rugar AB,71123,,71123; 43210,STAFFANSTORP,24538,MÅNVIOLSGRÄND 12,"Bolaget skall idka handel, uthyrning, installation och konsultation av elektronik och utrustning för i första hand audio, video, digitalteknik och transportmedel, handel och förvaltning med fastigheter, samt därmed förenlig verksamhet.",1991-01-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556410-3801,Rolfs Bygg i Vänersborg AB,Rolfs Bygg i Vänersborg AB,41000,,41000; 46831; 43999,VÄNERSBORG,46256,TEGELBRÄNNARGATAN 3,"Bolaget skall utföra byggnadsarbeten samt försälja byggnadsmaterial, ävensom idka därmed förenlig verksamhet.",1990-11-05,active,,,https://rolfsbygg.com/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/rolfs+bygg/v%C3%A4nersborg/apydjmgb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556414-9572,K78 Advisors AB,K78 Advisors AB,70200,,70200,STOCKHOLM,11227,KUNGSGATAN 78  LGH 1203,"Bolaget ska bedriva verksamhet inom juridisk och ekonomisk rådgivning, värdepappersförvaltning samt därmed förenlig verksamhet.",1991-02-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556404-3742,Gert Stahlgårds Åkeri Aktiebolag,Gert Stahlgårds Åkeri Aktiebolag,49410,,49410,UDDEVALLA,45155,BRUNNEMYRSVÄGEN 7,Bolaget skall bedriva åkeri jämte därmed förenlig verksamhet.,1990-08-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556424-6568,Tradelink Computer International Aktiebolag,Tradelink Computer International Aktiebolag,70200,,70200,LIDINGÖ,18161,PARKSÄTRAVÄGEN 17 A,"Bolaget skall driva konsultverksamhet inom management och data, försäljning av kontors- och datorutrustning, värdepappersförvaltning samt idka därmed förenlig verksamhet.",1991-05-22,active,,,http://www.tradelink.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/tradelink+computer+international+ab/liding%C3%B6/ngvzaobzd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556384-2433,Insima Advisory AB,Insima Advisory AB,70200,,70200,SUNDSVALL,85231,TULLGATAN 7 A 0TR,Föremålet för bolagets verksamhet är att bedriva företagsförmedling äga och förvalta värdepapper samt bedriva affärsutveckling på konsultbasis och därmed förenlig verksamhet.,1990-03-14,active,,,https://www.sffab.se/kontor/gavle,,hitta_orgnr,high,urban.strombom@sffab.se,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/insima-advisory-ab/sundsvall/lccobfnq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment
556384-3068,Östen Folkesson Redovisningsbyrå Aktiebolag,Östen Folkesson Redovisningsbyrå Aktiebolag,69201,,69201; 68203,UMEÅ,90327,VÄSTRA NORRLANDSGATAN 7,Bolaget skall utföra bokföringstjänster och övrig företagsekonomisk konsultverksamhet ävensom idka därmed förenlig verksamhet.,1990-01-31,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556427-7860,Jörgen Forsberg Fastigheter AB,Jörgen Forsberg Fastigheter AB,43991,,43991; 77320; 77110,ÖSTHAMMAR,74293,SNESSLINGESJÖ 125,"Bolagets verksamhet ska vara att köpa och sälja fastigheter, hyra ut fastigheter, arrendera ut fastigheter, inköp och försäljning av bilar samt handel med värdepapper.",1991-06-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556393-7746,JOOH förvaltning AB,JOOH förvaltning AB,69102,,69102,GÖTEBORG,41254,SÖDRA VÄGEN 12  6TR,Aktiebolaget ska bedriva juridisk konsultverksamhet samt förvaltning av värdepapper.,1990-04-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556390-8630,Södersviks Handels & Entreprenad Aktiebolag,Södersviks Handels & Entreprenad Aktiebolag,43120,,43120; 46610,NORRTÄLJE,76194,LÅGARÖVÄGEN 32,"Bolaget skall bedriva konsulterande verksamhet inom jordbruk, fastighetsförvaltning, byggnadsvaror, djurfoder och kreatur, avel och träning av hästar. Reparation och försäljning av båtar, båtmotorer och bilar, skogs-, jordbruks- och trädgårdsredskap. Bedriva entreprenadverksamhet, måleri, snickeri, byggnadsarbete och därmed förenlig verksamhet.",1990-03-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556399-1610,Lidéns Bygg Aktiebolag,Lidéns Bygg Aktiebolag,41000,,41000,VARA,53431,SÖDERGATAN 6,Bolaget skall idka byggnadsarbeten samt därmed förenlig verksamhet.,1990-07-18,active,,,http://www.lbab.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lid%C3%A9ns+bygg+ab/vara/mudlruzk | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556254-8627,RGO Redovisningsgruppen Olofsson AB,RGO Redovisningsgruppen Olofsson AB,69201,,69201,STOCKHOLM,11359,SVEAVÄGEN 82,Bolaget skall bedriva redovisningsverksamhet och personal- uthyrning samt därmed förenlig verksamhet.,1985-03-01,active,,,http://redoolofsson.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/redovisningsgruppen+olofsson+ab/stockholm/mpufcrve | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556404-2314,Hjälmviks Bygg Aktiebolag,Hjälmviks Bygg Aktiebolag,41000,,41000,VAREKIL,47297,HJÄLMVIK 410,"Bolaget skall bedriva byggnadsrörelse, äga och förvalta fast och lös egendom, konsultationer inom byggledningsområdet och därmed förenlig verksamhet.",1990-09-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556411-5375,Västra Mälardalsbudet AB,Västra Mälardalsbudet AB,49330,,49330; 53202; 49410,ARBOGA,73233,KONVALJVÄGEN 18,"Föremålet för bolagets verksamhet är handel med fordon och biltillbehör , fordonsleasing, konsultverksamhet inom bilbranschen, limousine- och budbilsrörelse, gräventreprenad, handel med finansiella instrument och därmed förenlig verksamhet.",1990-11-15,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556418-2086,Askims Trädgårdsanläggningar Aktiebolag,Askims Trädgårdsanläggningar Aktiebolag,43999,,43999,VÄSTRA FRÖLUNDA,42653,PÅSKVÄGEN 24,"Bolaget skall idka konsultation inom trädgårdsanläggningsområdet, ävensom idka därmed förenlig verksamhet.",1991-02-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556457-8317,P. ISAKSSONS ÅKERI PITEÅ Aktiebolag,P. ISAKSSONS ÅKERI PITEÅ Aktiebolag,49410,,49410; 49420,NORRFJÄRDEN,94591,HARRBÄCKEN 230,"Bolaget skall bedriva vägtransport av gods, flyttransporter av möbler, uthyrning av lastbil med förare, handel med motorfordon och därmed förenlig verksamhet.",1992-12-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556458-2640,Svärdmyrs El Aktiebolag,Svärdmyrs El Aktiebolag,43210,,43210,HUDDINGE,14144,SKOGSVÄGEN 27,Bolaget skall driva installations- och servicerörelse inom elbranschen samt därmed förenlig verksamhet.,1993-02-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556440-5636,Fingalotte AB,Fingalotte AB,70200,,70200,VÄSTRA FRÖLUNDA,42676,PATRULLGATAN 1 C,"Aktiebolaget ska syssla med ekonomisk rådgivning, egen värdepappersförvaltning, äga och förvalta fast egendom och därmed förenlig verkksamhet.",1992-01-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556397-4970,Brändströms Busstrafik Aktiebolag,Brändströms Busstrafik Aktiebolag,49310,,49310; 49320,GRANÖ,92295,VÄSTANÅ 22,"Bolaget skall bedriva buss- och taxirörelse, person- och godsbefordran ävensom idka därmed förenlig verksamhet.",1990-05-31,active,,,https://www.brandstromsbuss.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/br%C3%A4ndstr%C3%B6ms+busstrafik+ab/gran%C3%B6/lcopuxa | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556440-7087,Hjälmartaxi AB,Hjälmartaxi AB,49330,,49330,ÖREBRO,70232,TOMTAGATAN 30,Bolaget skall bedriva person och godstransporter.,1992-01-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556435-6144,Movea Trafikkonsult AB,Movea Trafikkonsult AB,71129,,71129,FALUN,79172,TROTZGATAN 108,Bolaget skall bedriva teknisk konsultverksamhet inom områdena trafik och transport med speciell inriktning mot intelligenta transportsystem.,1991-10-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556401-5757,Byggombud Thomas Alsmo Aktiebolag,Byggombud Thomas Alsmo Aktiebolag,71124,,71124,DANDERYD,18253,KRAFTVÄGEN 6,"Bolaget har till föremål att bedriva verksamhet inom samhällsbyggnadsprocessen och att arbeta med egenkontroll, byggnation och fastighetsutveckling.",1990-08-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556439-4111,Livsmöten AB,Livsmöten AB,69201,,69201,TIERP,81538,RÅDHUSALLÉN 22  LGH 1701,"Bolaget skall bedriva mindre konsultuppdrag åt företag inom försäljning och redovisning. Vidare skall man bedriva utbildning, tillverkning och försäljning av choklad och godis. Bolaget skall även bedriva uthyrning av sjukvårds- omsorgspersonal samt ekonomi och administrativa tjänster samt annan därmed förenlig verksamhet.",1991-12-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556441-5742,J.B. Peterson Bygg AB,J.B. Peterson Bygg AB,41000,,41000; 86950,VÄRMDÖ,13952,FAGERDALAVÄGEN 17 F,"Aktiebolaget ska bedriva bygg-, reparations- och anläggnings- verksamhet, äga och förvalta fastigheter, bedriva handel med värdepapper samt reparation, underhåll och service på båtar.",1992-01-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556449-5462,A. R. J. Transport Aktiebolag,A. R. J. Transport Aktiebolag,49410,,49410,SKARA,53240,BJÖRKELUNDSGATAN 18,Bolaget skall bedriva åkerirörelse samt idka därmed förenlig verksamhet.,1992-06-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556432-8903,Ulla och Olles Ekonomi Aktiebolag,Ulla och Olles Ekonomi Aktiebolag,69201,,69201; 01630,ALNÖ,86591,SLÄDAVIKEN 151,"Bolaget skall bedriva redovisning, bokslut, deklaration och skatterådgivning samt rådgivning och konsultation inom företagsverksamhet. Grönsaksodling, inköp och förpackning av grönsaker samt inneha och förvalta fast och lös egendom, värdepapper och därmed förenlig verksamhet.",1991-09-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556410-4684,Teledahl Nordkvist Invest Aktiebolag,Teledahl Nordkvist Invest Aktiebolag,69201,,69201,FALUN,79123,BOX 119,"Bolaget ska bedriva konsultativ verksamhet inom företagsutveckling, företagsförvärv, företagsinvesteringar och med därtill hörande uppgifter samt företagsförvärv, fastighetsförvaltning, värdepappershandel.",1990-11-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556411-8742,RoE Konsult Amandusson AB,RoE Konsult Amandusson AB,70200,,70200,LIDINGÖ,18131,CONSTANTIAVÄGEN 30,"Bolaget skall bedriva konsultverksamhet inom management, organisations-, personal-, samt affärsutveckling. Bolaget skall dessutom bedriva publicistisk verksamhet och konsultation inom marknads- föring och handel med hård och mjukvaror. Bolaget skall även äga och förvalta aktier, värdepapper och fast egendom.",1991-01-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556411-9369,Bygglellen Aktiebolag,Bygglellen Aktiebolag,41000,,41000,KARLSTAD,65345,VÄSTRA GUSTAVSBERGSVÄGEN 12,Bolaget skall bedriva byggnadsrörelse och idka härmed förenlig verksamhet.,1990-11-23,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556411-9633,KARLSÄNGENS GOLVSLIP Aktiebolag,KARLSÄNGENS GOLVSLIP Aktiebolag,43330,,43330,NORRTÄLJE,76173,MALSTARAKAN 20,Bolaget skall bedriva golvläggning och försäljning av golv- material och därmed förenlig verksamhet.,1990-11-22,active,,,http://www.xn--karlsngensgolvslip-ptb.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/karls%C3%A4ngens+golvslip+ab/norrt%C3%A4lje/nnsbydig | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556459-8950,Limousine service Biscay AB,Limousine service Biscay AB,49330,,49330,NYKVARN,15531,FRUKTVÄGEN 77,Bolaget skall bedriva biltransporter och därmed förenlig verksamhet.,1993-03-16,active,,,http://www.biscay.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/limousine+service+biscay+ab/nykvarn/fnvyiacq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556423-4036,Först Claes Transport FCT Aktiebolag,Först Claes Transport FCT Aktiebolag,49410,,49410,SKÖNDAL,12869,GIFFELVÄGEN 13,Bolaget skall bedriva åkerirörelse samt idka därmed förenlig verksamhet.,1991-03-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556435-9718,AMBES EL Aktiebolag,AMBES EL Aktiebolag,43210,,43210,HELSINGBORG,25467,KARBINGATAN 28,Föremålet för bolagets verksamhet är att bedriva elektrisk installationsverksamhet och därmed förenlig verksamhet.,1991-11-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556416-9521,L J Trä och Form Aktiebolag,L J Trä och Form Aktiebolag,71121,,71121,ÄLVÄNGEN,44695,KILANDA KVARN 150,"Bolaget skall bedriva konsultverksamhet inom husprojektering, inredning och design, hus och markentreprenad, driva jord- och skogsbruksförvaltning, producera elkraft samt äga och förvalta lös och fast egendom.",1991-03-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556438-4013,Saltsjö-Boo Transportservice Aktiebolag,Saltsjö-Boo Transportservice Aktiebolag,49410,,49410,TRÅNGSUND,14264,LINGONBACKARNA 27,"Bolaget skall driva transportverksamhet med person och godsbefordran, reparationsverksamhet avseende bilar, byggnadsverksamhet avseende betongarbeten och plattsättning samt idka därmed förenlig verksamhet.",1991-12-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found
556437-3370,Maximand AB,Maximand AB,70200,,70200,BROMMA,16764,Kummelvägen 6,"Bolaget skall bedriva ekonomisk och finansiell konsultverksamhet, driva handel med värdepapper, dock ej sådan verksamhet som kräver tillstånd enligt fondkommissionslagen, samt därmed förenlig verksamheter.",1992-01-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
