orgnr,target_url,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug,county,municipality,revenue_sek,revenue_year,revenue_tier,in_revenue_band,employees,webshop_platform,product_count_estimate,seo_pages_sampled,seo_avg_title_len,seo_avg_desc_len,seo_missing_meta_desc_pct,seo_missing_h1_pct,seo_duplicate_title_pct,seo_avg_alt_coverage_pct,seo_avg_product_desc_words,seo_jsonld_product_pct,seo_gap_score,uses_clerk_io,clerk_io_evidence,lead_score,lead_reasons
556022-1482,http://www.fairboats.se/?page_id=15,Fair Boats AB,Fair Boats AB,46141,,46141,GÖTEBORG,41118,LILLA TORGET 1,Föremålet för bolagets verksamhet är att bedriva handel med båtar och fartyg och i samband därmed uthyrning och charterverksamhet och därmed förenlig verksamhet.,1923-08-15,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/fair+boats+ab/g%C3%B6teborg/muddemttu | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,fairboats.se,https://fairboats.se,browser,no,,,HTTP 500 | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556030-3033,https://www.dillbergs.se/,Dillbergska Bokhandeln & Kontorsservice Aktiebolag,Dillbergska Bokhandeln & Kontorsservice Aktiebolag,47611,,47611; 47622,KALMAR,39232,STORGATAN 18,Bolaget skall bedriva bok- och kontorshandelsrörelse jämte därmed förenlig verksamhet.,1931-08-21,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/dillbergs+bok+och+kontor/kalmar/fnpprdkcm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info@dillbergs.se; order@dillbergs.se; johanna.jeansson@dillbergs.se,+46 480 101 64,dillbergs.se,https://shop.dillbergs.se/kontakta-oss,browser,yes,checkout; product_cards; priced_cards,main@https://shop.dillbergs.se/:hasCheckout(urlPath:/checkout) | main@https://shop.dillbergs.se/:pricedCards(priceMicrodata) | main@https://shop.dillbergs.se/:productCards(14) | DECISION@main@https://shop.dillbergs.se/ | contact_like@https://shop.dillbergs.se/om-oss:hasCheckout(urlPath:/checkout) | contact_like@https://shop.dillbergs.se/om-oss:samplingRan(sampled=0) | contact_like@https://shop.dillbergs.se/kontakta-oss:hasCheckout(urlPath:/checkout),,,,,,,,,,,,,,,,,,,,,,,,
556043-7005,https://bronco.se/om-oss/,Bronco Transmission AB,Jens S. Transmissioner AB,46860,,46860,NORRKÖPING,60119,BOX 903,Bolaget skall direkt eller genom delägarskap i andra företag bedriva handel med komponenter till fordons- och verkstadsindustrin i Norden samt idka därmed förenlig verksamhet.,1944-04-24,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bronco-transmission-ab/knivsta/lcctbhal | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,i@e.wb,+46 18 51 20 00,bronco.se,https://bronco.se,static,no,checkout_provider; product_cards; provider:woocommerce,static@https://bronco.se:providers(woocommerce) | static@https://bronco.se:productCards(48),,,,,,,,,,,,,,,,,,,,,,,,
556029-5239,http://www.dansani.se/,Dansani AB,DANSANI SWEDEN Aktiebolag,46842,,46842; 47531,YSTAD,27139,KOPPARGATAN 23,Bolaget skall bedriva grossist- och agenturverksamhet av våtrums- och VVS-artiklar ävensom idka därmed förenlig verksamhet.,1930-11-26,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/dansani+sweden+ab/ystad/lpbximqz | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,mail@dansani.se,+46 35 15 76 21; +46 295 239 01,dansani.se,https://dansani.se,static,yes,product_cards; priced_cards,static@https://dansani.se:pricedCards(multiPrices) | static@https://dansani.se:productCards(12) | DECISION@static@https://dansani.se,,,,,,,,,,,,,,,,,,,,,no,,33,"is_webshop, has_email, has_orgnr"
556047-4743,http://www.preisler.nu/,Preislers Optiska Institut Aktiebolag,Preislers Optiska Institut Aktiebolag,47742,,47742,MALMÖ,21134,STORTORGET 4,"Föremålet för bolagets verksamhet är att tillverka och försälja alster inom den optiska branschen ,äga och förvalta fastigheter och värdepapper och därmed förenlig verksamhet.",1946-05-20,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/preislers+optiska+institut+ab+huvudaff%C3%A4ren/malm%C3%B6/fcsttzjcm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info@preisler.nu,+46 900 1800; +46 40 752 70,preisler.nu,https://www.preisler.nu/om-oss,browser,no,checkout,main@https://www.preisler.nu/:hasCheckout(uiPhrase) | main@https://www.preisler.nu/:samplingRan(sampled=0) | contact_like@https://www.preisler.nu/sortiment/kontaktlinser/:hasCheckout(uiPhrase) | contact_like@https://www.preisler.nu/om-oss/:hasCheckout(uiPhrase) | contact_like@https://www.preisler.nu/kontakt/:hasCheckout(uiPhrase),,,,,,,,,,,,,,,,,,,,,,,,
556040-1993,http://www.theodoridis-ab.com/,Theodoridis AB,Theodoridis Aktiebolag,46831,,46831; 46390,STOCKHOLM,10396,BOX 7804,Bolaget skall bedriva handel med trävaror och livsmedel samt därmed förenlig verksamhet.,1941-05-30,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/theodoridis+ab/stockholm/aalpbdamn | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,adm@theodoridis.se,,theodoridis-ab.com,https://theodoridis-ab.com,static,no,cart; product_cards,static@https://theodoridis-ab.com:hasCart(urlPath:/cart) | static@https://theodoridis-ab.com:productCards(2),,,,,,,,,,,,,,,,,,,,,,,,
556035-3608,https://www.zeiss.se/corporate/home.html,Carl Zeiss Aktiebolag,Carl Zeiss Aktiebolag,46649,,46649; 46434,STOCKHOLM,10254,BOX 27324,"Bolaget skall idka handel med och tillverkning av optiska, fotografiska, elektriska och kemiska artiklar ävensom därmed förenlig verksamhet.",1936-08-07,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/carl+zeiss+ab/stockholm/inuvdhcgo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@zeiss.se,+4684592500,zeiss.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556020-7036,https://www.comfort.se/privat/,Comfort e-handel Sverige AB,Rörledningsfirma B. Erlandsson Aktiebolag,43221,,43221,VÄNERSBORG,46256,TENGGRENSTORPSVÄGEN 13,Bolaget skall bedriva VVS-verksamhet samt därmed förenlig verksamhet.,1993-12-30,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/erlandssons-rorledningsfirma-b/v%C3%A4nersborg/acgptemst | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:phone_in_segment,kundtjanst@comfort.se,+46521260660,comfort.se,https://comfort.se/kontakt,browser,yes,sampled_1; sample_pdp_1; sample_addtocart_1,main@https://comfort.se/:samplingRan(sampled=1) | sampleURL@https://comfort.se/butik/:status=200:PDP+ATC | DECISION@sample (confirmed) | DECISION@main@https://comfort.se/,,,,,,,,,,,,,,,,,,,,,,,,
556036-1254,https://www.nessims.se,Nils Nessim i Stockholm Aktiebolag,Nils Nessim i Stockholm Aktiebolag,47551,,47551,ARLÖV,23237,LIMVÄGEN 3,"Bolaget skall bedriva handels-, agentur- och fabriksrörelse med mattor, övrig hemtextil, antikviteter och konstföremål samt därmed förenlig verksamhet, dels ock att förvärva och förvalta fast egendom och värdepapper.",1937-05-12,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/nessims+mattor/arl%C3%B6v/lnqvhcsxy | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,malmo@nessims.se,+464073440,nessims.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556004-1708,http://fotoexperten.nu,Aktiebolaget 3127 Alfhem,Aktiebolaget 3127 Alfhem,47782,,47782,LIDKÖPING,53130,NYA STADENS TORG 11,"Föremål för bolagets verksamhet är handel med fotografisk och optisk utrustning, fotografisk bildframställning, telefoni och annan digital utrustning samt handel med värdepapper och därmed förenlig verksamhet.",1901-01-28,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ab+3127+alfhem/lidk%C3%B6ping/ijcovyhc | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,fotoexperten.nu,https://fotoexperten.nu,browser,no,,,net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://fotoexperten.nu | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556939-9826,https://jarnia.se/butiker/sollebrunns-jarnhandel-ab-jarnia/,Sollebrunns Järnhandel Aktiebolag,Sollebrunns Järnhandel Aktiebolag,47.5,Detaljhandel med järn- och VVS-varor,Detaljhandel med järn- och VVS-varor,Sollebrunn,441 70,Gräfsnäsvägen 2,"Bolaget skall förvalta fast och lös egendom samt bedriva järnhandelsrörelse i parti och minut, ävensom bedriva därmed förenlig verksamhet.",1907-05-30,ACTIVE,,,https://www.allabolag.se/foretag/sollebrunns-jarnhandel-aktiebolag/alingsas/-/5560075102,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/sollebrunns+j%C3%A4rnhandel+ab/sollebrunn/nsvimuhij | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,kundservice@bolist.se; info@bolist.se,,jarnia.se,https://bolist.se/kundservice/integritetspolicy,browser,yes,cart; checkout; product_cards; checkout_provider; provider:klarna,main@https://bolist.se/:hasCheckout(urlPath:/kassa) | main@https://bolist.se/:hasCart(uiPhrase) | main@https://bolist.se/:productCards(137) | DECISION@main@https://bolist.se/ | contact_like@https://bolist.se/kundservice/integritetspolicy/:hasCheckout(urlPath:/kassa) | contact_like@https://bolist.se/kundservice/integritetspolicy/:hasCart(uiPhrase) | contact_like@https://bolist.se/kundservice/integritetspolicy/:providers(klarna) | DECISION@contact_like@https://bolist.se/kundservice/integritetspolicy/,,Västra Götaland,Alingsås,20180000,2025,in_band,true,7,,,,,,,,,,,,,,,,
556009-8963,http://heymanholmberg.se/,Heyman & Holmberg Aktiebolag,Heyman & Holmberg Aktiebolag,46160,,46160,VÄSTRA FRÖLUNDA,42652,KLANGFÄRGSGATAN 14,Bolaget skall bedriva agenturrörelse och handel med vävnader och andra textilvaror samt därmed förenlig verksamhet.,1910-12-01,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/heyman+och+holmberg+ab/v%C3%A4stra+fr%C3%B6lunda/lruyilgs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@heymanholmberg.se,+4631417098,heymanholmberg.se,,,,,,,Västra Götaland,Göteborg,13314000,2025,sweet_spot,true,3,,,,,,,,,,,,,,,,
556056-3941,http://www.helmia.se,Helmia,Helmia Bil Aktiebolag,47811,,47811; 47300; 95311; 77110; 47820,SUNNE,68623,BOX 103,"Bolaget skall idka handel med motorfordon, reservdelar, driv- medel, livsmedel, verkstadsrörelse och att bedriva finansiell verksamhet i form av uthyrning av inventarier företrädesvis inom bilbranschen samt värdepappersförvaltning och därmed förenlig verksamhet.",1952-01-09,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/helmia-bil-ab/karlstad/ccmmueapq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,+46 171 73 05; +46 23 147 62; +46 20 115 36,helmia.se,https://helmia.se/kontakt,browser,no,,,,,,,,,,,,,,,,,,,,,,,,,,
556038-8471,http://www.lundellzetterberg.se,Aktiebolaget Lundell & Zetterberg,Aktiebolaget Lundell & Zetterberg,47522,,47522,STOCKHOLM,11145,BIRGER JARLSGATAN 43  0TR,Bolaget har till föremål för sin verksamhet att bedriva handelsrörelse inom snickeri- och möbelindustrin samt att utöva annan därmed förenlig verksamhet.,1939-10-23,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/lundell+och+zetterberg+beslagsspecialisten/stockholm/hlsxdlost | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@lundellzetterberg.se,+468204242,lundellzetterberg.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556041-2362,http://www.sesami.io,SESAMI CASH MANAGEMENT TECHNOLOGIES NORDIC AB,SESAMI CASH MANAGEMENT TECHNOLOGIES NORDIC AB,46649,,46649; 28230,GÖTEBORG,40092,BOX 9065,Bolagets verksamhet ska omfatta tillverkning och försäljning av säkerhetsprodukter samt därmed förenlig verksamhet.,1942-05-04,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/sesami-cash-management-technologies-nordic-ab/askim/hiakcrsvb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@sesami.io,+46313735430,sesami.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556038-4652,http://sodhaak.se/,Söderberg & Haak Maskin Aktiebolag,Söderberg & Haak Maskin Aktiebolag,46610,,46610; 68203,STAFFANSTORP,24525,BOX 504,"Bolaget skall idka handel huvudsakligen med lantbruksmaskiner, att i samband med rörelse äga och förvalta fastigheter, värdepapper och därmed likartad lös egendom ävensom idka därmed förenlig verksamhet.",1939-06-19,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/s%C3%B6derberg+och+haak+maskin+ab/staffanstorp/hnrbjnvxy | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,mail@sodhaak.se,,sodhaak.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556046-3480,https://www.kgkmotor.se/products/affarsenhet-marin/,KGK Motor AB,KGK Motor AB,47811,,47811; 46491; 46181; 95320,SOLLENTUNA,19181,,"Bolaget skall driva försäljning och service av transportfordon och fritidsprodukter med tillbehör och reservdelar, samt idka därmed förenlig verksamhet.",1945-11-30,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/kgk+motor+ab/sollentuna/nnvxeccst | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,kgkmotor.se,https://kgkmotor.se,browser,no,,,net::ERR_CERT_COMMON_NAME_INVALID at https://kgkmotor.se | method:browser,,,,,,,,,,,,,,,,,,,,,,,
556039-3232,http://www.malungs.se/,Albackens Trading AB,Albackens Trading AB,47722,,47722,NORRTÄLJE,76130,SJÖTULLSGATAN 4,"Bolaget skall bedriva handel med skinn- och modevaror, lek- och presentartiklar samt förvalta fastigheter och värdepapper samt idka därmed förenlig verksamhet.",1940-04-22,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/malungsbutiken/norrt%C3%A4lje/apyjnqbja | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@malungs.se,+4617616513,malungs.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556047-4198,https://www.ingersollrandproducts.com/en-us.html,Ingersoll Rand is a diverse and inclusive environment,Ingersoll-Rand Aktiebolag,46141,,46141,ARLANDASTAD,19561,LINDBERGHS GATA 9,Bolaget skall direkt eller genom delägarskap i andra bolag bedriva industri och handel med maskiner och maskindelar.,1946-05-13,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/ingersoll+rand+ab/arlandastad/hmpyzlptu | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,+performance@sslwidget.criteo.com; +performance@mountain.com,,ingersollrandproducts.com,https://ingersollrandproducts.com,browser,no,sampled_3,main@https://www.ingersollrand.com/en/:samplingRan(sampled=3) | sampleURL@https://ingersollrandproducts.com/en/products/:status=530 | sampleURL@https://ingersollrandproducts.com/en/products/air-compressors/controls-and-automation/:status=530 | sampleURL@https://ingersollrandproducts.com/en/parts-and-service/:status=530,,,,,,,,,,,,,,,,,,,,,,,,
556029-4273,http://www.jobi.se,Jobi Footright AB,Jobi Footright AB,47721,,47721,HELSINGBORG,25025,BOX 22293,Bolaget skall bedriva handel med skor ävensom idka därmed förenlig verksamhet.,1930-10-29,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/jobi+footright+ab/helsingborg/kkpvzkop | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@jobi.se,+4642220060,jobi.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556046-8133,https://candorsweden.com/,Candor Sweden Aktiebolag,Candor Sweden Aktiebolag,46820,,46820; 25110; 20599; 46850; 25220,NORRKÖPING,60119,BOX 946,Bolaget skall bedriva tillverkning och handel samt därmed förenlig verksamhet inom företrädesvis området utrustning och kemikalier för metallbeläggning av ytor.,1946-02-06,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/candor+sweden+ab/norrk%C3%B6ping/iklqqyyef | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info@candorsweden.com; adam.hogqvist@candorsweden.com; linda.lundman@candorsweden.com,+46 11 21 75 00; +46 11 21 75 31; +46 33 115 38,candorsweden.com,https://candorsweden.com/impressum,browser,no,product_cards; sampled_3,main@https://candorsweden.com/:productCards(3) | main@https://candorsweden.com/:samplingRan(sampled=3) | sampleURL@https://candorsweden.com/chemical-processes/:status=200 | sampleURL@https://candorsweden.com/metals/:status=200 | sampleURL@https://candorsweden.com/plants/:status=200 | contact_like@https://candorsweden.com/plants/service/:productCards(3) | contact_like@https://candorsweden.com/about-candor/quality-and-environment/:productCards(3) | contact_like@https://candorsweden.com/about-candor/references/:productCards(3) | contact_like@https://candorsweden.com/about-candor/news/:productCards(3) | contact_like@https://candorsweden.com/about-candor/careers/:productCards(3) | contact_like@https://candorsweden.com/about-candor/gdpr/:productCards(3) | contact_like@https://candorsweden.com/contact-us/:productCards(3) | contact_like@https://candorsweden.com/:productCards(3),,,,,,,,,,,,,,,,,,,,,,,,
556038-7002,https://bilgruppeninorr.se/kramfors/,Bilgruppen i Norr Sundsvall AB,Bilgruppen i Norr Kramfors AB,47811,,47811,KRAMFORS,87243,ASPÅSVÄGEN 18,Bolaget skall bedriva handel med nya och begagnade bilar samt bilverkstad och reservdelsförsäljning och därmed förenlig verksamhet.,1991-07-10,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bilgruppen+i+norr+kramfors/kramfors/mgvhigtde | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info.sundsvall@bilgruppeninorr.se,+4660144170,bilgruppeninorr.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556042-7717,https://www.patriahelicopters.com,Patria Helicopters AB,Patria Helicopters AB,46649,,46649; 33160; 33180,STOCKHOLM-ARLANDA,19046,BOX 116,"Bolaget har till föremål för sin verksamhet att köpa, sälja och uthyra luftfartyg, delar därav jämte annan lös egendom, idka flygrörelse, reparations-, underhålls- och serviceverksamhet samt därmed förenlig verksamhet.",1943-08-30,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/patria-helicopters-ab/stockholm-arlanda/jlmtyjnv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment,helicopters@patria.se,,patriahelicopters.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556014-5418,https://www.kalmarglobal.se/,Kalmar Solutions AB,Kalmar Solutions AB,46649,,46649; 33120; 28220; 47820; 77220,KISTA,16422,BOX 1133,"Bolaget har till föremål för sin verksamhet att direkt eller indirekt genom dotterbolag bedriva utveckling, tillverkning och försäljning av fordon och annan utrustning för lasthantering och annan materialhantering samt materialtransport, att bedriva serviceverksamhet avseende sådan utrustning, liksom att utöva koncerngemensamma funktioner för koncernbolag samt annan därmed förenlig verksamhet.",1917-06-25,active,,,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/cargotec-sweden-ab/kista/hingveko | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,kalmar.sweden@kalmarglobal.com; supplier.queries@kalmarglobal.com,+46 8 445 38 00,kalmarglobal.se,https://www.kalmarglobal.se/om-oss/industries/marine-terminals/,browser,no,sampled_3; sample_addtocart_1; product_cards,contact_like@https://www.kalmarglobal.se/om-oss/history/:samplingRan(sampled=3) | sampleURL@https://kalmarglobal.se/reservdelar-och-service/product-enhancement-solutions/:status=200 | sampleURL@https://kalmarglobal.se/maskiner/:status=200 | sampleURL@https://kalmarglobal.se/reservdelar-och-service/:status=200:ATC | contact_like@https://www.kalmarglobal.se/om-oss/industries/forestry/:productCards(4) | contact_like@https://www.kalmarglobal.se/om-oss/industries/intermodal-terminals/:productCards(8),,,,,,,,,,,,,,,,,,,,,,,,
