domain,company_name,orgnr,email,phone,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
,Input interiör Nord Aktiebolag,556504-9060,,,,,,,,
,GMF Gävle AB,556490-4976,,,,,,,,
,Morast Bygg Aktiebolag,556506-1016,,,,,,,,
,Telemobilia i Gnesta AB,556500-3885,,,,,,,,
,Ergonomilandslaget AB,556519-5442,,,,,,,,
,Stadium Sports Camp AB (svb),556521-6834,,,,,,,,
,TOTALLJUD Aktiebolag,556511-4815,,,,,,,,
,P Rasmussen Electronics Aktiebolag,556533-3001,,,,,,,,
,Prio Assist AB,556533-7010,,,,,,,,
,Rörmockar'n i Sollefteå AB,556515-8572,,,,,,,,
,Göran Sandell i Lerberget Aktiebolag,556526-1244,,,,,,,,
,Casall Professional AB,556547-8947,,,,,,,,
vikingsat.com,Vikingsat,,info@vikingsat.com; thomas@vikingsat.com; christer@vikingsat.com,+46 63 10 70 06; +46 70 230 20 02; +46 70 230 20 01,https://vikingsat.com,browser,yes,product_cards; priced_cards,main@https://vikingsat.com/:pricedCards(multiPrices) | main@https://vikingsat.com/:productCards(9) | DECISION@main@https://vikingsat.com/ | internal@https://vikingsat.com/:pricedCards(multiPrices) | internal@https://vikingsat.com/:productCards(9) | DECISION@internal@https://vikingsat.com/,
,Anderssons Kläder i Lund AB,556460-4832,,,,,,,,
,Markprodukter i Mönsterås Aktiebolag,556482-2954,,,,,,,,
,Belimo AB,556485-4387,,,,,,,,
,Agenta Group Aktiebolag,556490-0958,,,,,,,,
,Jonssons Bud & Allservice AB,556479-2595,,,,,,,,
,Cliff i Halmstad AB,556480-8821,,,,,,,,
,Sun-Wood Aktiebolag,556483-9859,,,,,,,,
,Arexo Food Aktiebolag,556507-2757,,,,,,,,
,Stil och Trend Inredning i Falkenberg Aktiebolag,556502-1176,,,,,,,,
,ARMAL Scandinavia AB,556500-6979,,,,,,,,
,Bröderna Johansson Herrekipering i Varberg AB,556521-9523,,,,,,,,
,Stefan Ahnén AB,556503-5473,,,,,,,,
,Co-Creation Cosmetics AB,556507-9752,,,,,,,,
,Boulder Maskin Aktiebolag,556507-8713,,,,,,,,
,Grindsson AB,556510-7371,,,,,,,,
,Tygklippet i Gällivare AB,556518-1236,,,,,,,,
,AB Erik Hultgrens Bokhandel,556518-7092,,,,,,,,
,Sojanida Trading AB,556521-6735,,,,,,,,
,Hjelmbergs Livs Aktiebolag,556527-9881,,,,,,,,
,Clean Machine i Falkenberg AB,556536-4527,,,,,,,,
,By Denice AB,556470-9508,,,,,,,,
,Con gusto Restaurangprojektering AB,556457-1759,,,,,,,,
narkestraktorcenter.se,Närkes traktorcenter AB,,info@narkestraktorcenter.se,+46 19 57 80 00,https://narkestraktorcenter.se,static,no,,,
golvmaterial.com,,,,,https://golvmaterial.com,browser,no,,,net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at https://golvmaterial.com | method:browser
,RR Bil och Fritid AB,556464-7765,,,,,,,,
,Capella Lampor Aktiebolag,556464-8326,,,,,,,,
,Express-Bild Hälla Aktiebolag,556481-8358,,,,,,,,
mattplattor.se,,556473-6634,info@mattplattor.se,+46 70 657 27 29,https://mattplattor.se/kontakta-oss,browser,yes,checkout_provider; cart; checkout; sampled_3; sample_pdp_1; sample_addtocart_3; sample_price_1; provider:klarna,main@https://mattplattor.se/:hasCheckout(uiPhrase) | main@https://mattplattor.se/:hasCart(urlPath:/cart) | main@https://mattplattor.se/:providers(klarna) | DECISION@main@https://mattplattor.se/ | contact_like@https://mattplattor.se/kontakta-oss:hasCart(urlPath:/cart) | contact_like@https://mattplattor.se/kontakta-oss:samplingRan(sampled=3) | sampleURL@https://mattplattor.se/heltackningsmatta-offentlig-miljo-och-foretag:status=200:ATC | sampleURL@https://mattplattor.se/fakta/lagga-heltackningsmatta-textilplattor:status=200:ATC | sampleURL@https://mattplattor.se/bestall-provbit:status=200:PDP+ATC+PRICE | DECISION@sample (confirmed) | DECISION@contact_like@https://mattplattor.se/kontakta-oss,
,M.T.G. Kontorsservice Aktiebolag,556490-2582,,,,,,,,
,Helen & Per-Erik Livs Aktiebolag,556490-1873,,,,,,,,
,Salto Hästprodukter AB,556504-1265,,,,,,,,
,Monomak AB,556495-0318,,,,,,,,
,Pins Design Sweden Aktiebolag,556503-6752,,,,,,,,
,CARLHAG AB,556505-0803,,,,,,,,
,Motorsport Bröderna Svensson Aktiebolag,556538-2859,,,,,,,,
,Gamla Stans Metall Aktiebolag,556542-0568,,,,,,,,
,Vikbolandets Produktion AB,556533-8497,,,,,,,,
,Capetex AB,556534-5138,,,,,,,,
,Matbutiken i Åtvidaberg AB,556543-5129,,,,,,,,
,Specialvirke Värmland Aktiebolag,556514-6544,,,,,,,,
,Soundpressure Europe AB,556537-3239,,,,,,,,
,Matbolaget i Järvsö AB,556530-1925,,,,,,,,
,B & M Må Bra AB,556533-3191,,,,,,,,
,Bopen Nordic AB,556534-5161,,,,,,,,
,Flora Blommor i Skurup Aktiebolag,556464-1024,,,,,,,,
verktygsboden.se,,,info@verktygsboden.se,+46 679932836; +46 1932838; +46 679989261,https://verktygsboden.se/garage-verkstad/slapvagnsdelar/testinstrument/belysningstestare-12v-for-7-polig-slapvagnskontakt,browser,yes,cart; product_cards; priced_cards,main@https://verktygsboden.se/:hasCart(uiPhrase) | main@https://verktygsboden.se/:pricedCards(multiPrices) | main@https://verktygsboden.se/:productCards(200) | DECISION@main@https://verktygsboden.se/ | contact_like@https://verktygsboden.se/garage-verkstad/fordonslyftar-domkrafter/servicelyftar/servicelyft-3-ton-melsparrar:hasCart(uiPhrase) | contact_like@https://verktygsboden.se/garage-verkstad/fordonslyftar-domkrafter/servicelyftar/servicelyft-3-ton-melsparrar:pricedCards(multiPrices) | contact_like@https://verktygsboden.se/garage-verkstad/fordonslyftar-domkrafter/servicelyftar/servicelyft-3-ton-melsparrar:productCards(200) | DECISION@contact_like@https://verktygsboden.se/garage-verkstad/fordonslyftar-domkrafter/servicelyftar/servicelyft-3-ton-melsparrar | contact_like@https://verktygsboden.se/garage-verkstad/fordonslyftar-domkrafter/servicelyftar/servicelyft-3500-kg-bredare-modell:hasCart(uiPhrase) | contact_like@https://verktygsboden.se/garage-verkstad/fordonslyftar-domkrafter/servicelyftar/servicelyft-3500-kg-bredare-modell:pricedCards(multiPrices) | contact_like@https://verktygsboden.se/garage-verkstad/fordonslyftar-domkrafter/servicelyftar/servicelyft-3500-kg-bredare-modell:productCards(200) | DECISION@contact_like@https://verktygsboden.se/garage-verkstad/fordonslyftar-domkrafter/servicelyftar/servicelyft-3500-kg-bredare-modell | contact_like@https://verktygsboden.se/garage-verkstad/slapvagnsdelar/slapvagnskontakt-kabel/spiralkabel-7-polig-3-m:hasCart(uiPhrase) | contact_like@https://verktygsboden.se/garage-verkstad/slapvagnsdelar/slapvagnskontakt-kabel/spiralkabel-7-polig-3-m:pricedCards(multiPrices) | contact_like@https://verktygsboden.se/garage-verkstad/slapvagnsdelar/slapvagnskontakt-kabel/spiralkabel-7-polig-3-m:productCards(200) | DECISION@contact_like@https://verktygsboden.se/garage-verkstad/slapvagnsdelar/slapvagnskontakt-kabel/spiralkabel-7-polig-3-m | contact_like@https://verktygsboden.se/garage-verkstad/slapvagnsdelar/testinstrument/belysningstestare-12v-for-7-polig-slapvagnskontakt:hasCart(uiPhrase) | contact_like@https://verktygsboden.se/garage-verkstad/slapvagnsdelar/testinstrument/belysningstestare-12v-for-7-polig-slapvagnskontakt:pricedCards(multiPrices) | contact_like@https://verktygsboden.se/garage-verkstad/slapvagnsdelar/testinstrument/belysningstestare-12v-for-7-polig-slapvagnskontakt:productCards(200) | DECISION@contact_like@https://verktygsboden.se/garage-verkstad/slapvagnsdelar/testinstrument/belysningstestare-12v-for-7-polig-slapvagnskontakt,
,Kalcit Aktiebolag,556476-7696,,,,,,,,
,Markaryds Järn Aktiebolag,556458-5759,,,,,,,,
,Fagerberg Auto AB,556462-4574,,,,,,,,
,Interservice i Herrljunga AB,556464-1172,,,,,,,,
,Vasacenter försäljning AB,556475-2888,,,,,,,,
,Kakelkompaniet Syd Aktiebolag,556492-3497,,,,,,,,
,Modest Invest i Motala Aktiebolag,556495-9905,,,,,,,,
,Ögges Photo Invest Aktiebolag,556484-2895,,,,,,,,
,CompoNova AB,556504-1844,,,,,,,,
bilinredarna.se,Sverige AB,,info@nicmarmedia.nu,,http://bilinredarna.se,static,no,,,
,Bewapack International AB,556493-4346,,,,,,,,
,NIbal Import & Export Aktiebolaget,556495-1175,,,,,,,,
,Cepab Centrum Processarmatur AB,556511-1068,,,,,,,,
,MH Lyft & Materialhantering AB,556523-7731,,,,,,,,
franzenstextil.se,Textil i Kinna AB,556508-0693,info@franzenstextil.se,+46 320 21 02 90,https://franzenstextil.se,static,no,,,
,Abranor Slipverktyg Aktiebolag,556508-2848,,,,,,,,
,Glasögon & Linser i Nybro AB,556518-3182,,,,,,,,
,Solvändan Förlag och Tryck AB,556516-8969,,,,,,,,
,Cittraverkstaden i Norrtälje AB,556535-7000,,,,,,,,
,Nordeko AB,556531-4522,,,,,,,,
,Nilson Timber AB,556526-7043,,,,,,,,
,Pappersstugan i Stockholm AB,556533-9966,,,,,,,,
itigo.se,ItigoHemVåra produkterVåra producenterKunskap om olivoljaOm ossRecept,556464-2410,info@itigo.se; thomas@itigo.se; helena@itigo.se,+46 8 94 75 98; +46 70 930 02 50; +46 70 820 79 33,https://itigo.se/pages/contact,browser,yes,checkout_provider; cart; checkout; product_cards; priced_cards; provider:shopify,main@https://itigo.se/:hasCheckout(urlPath:/checkout) | main@https://itigo.se/:hasCart(urlPath:/cart) | main@https://itigo.se/:pricedCards(priceMicrodata) | main@https://itigo.se/:providers(shopify) | main@https://itigo.se/:productCards(90) | DECISION@main@https://itigo.se/ | contact_like@https://itigo.se/pages/contact:hasCheckout(urlPath:/checkout) | contact_like@https://itigo.se/pages/contact:hasCart(urlPath:/cart) | contact_like@https://itigo.se/pages/contact:pricedCards(priceMicrodata) | contact_like@https://itigo.se/pages/contact:providers(shopify) | contact_like@https://itigo.se/pages/contact:productCards(74) | DECISION@contact_like@https://itigo.se/pages/contact,
fambra.se,Fambra AB,,moment@fambra.se,+46 322 61 14 66,https://fambra.se,static,yes,checkout_provider; product_cards; priced_cards; provider:klarna,static@https://fambra.se:pricedCards(priceMicrodata) | static@https://fambra.se:providers(klarna) | static@https://fambra.se:productCards(162) | DECISION@static@https://fambra.se,
,AC Maskinservice i Nora Aktiebolag,556470-4830,,,,,,,,
,Enmarks Symaskiner Aktiebolag,556458-9496,,,,,,,,
,Kvibille Blomsterservice Aktiebolag,556460-6704,,,,,,,,
,M.L Consulting i Sundsvall Aktiebolag,556479-0573,,,,,,,,
,Bondersbyns Livs Aktiebolag,556465-3326,,,,,,,,
,Mats Dahlström Revision AB,556476-1947,,,,,,,,
,Norrlands Industriutveckling Aktiebolag,556490-7607,,,,,,,,
frendobutikerna.se,,,info@emab.org,+46 8 35 00 71,https://frendobutikerna.se,browser,no,,main@https://frendo.se/:samplingRan(sampled=0),
,Wernersson Ost AB,556499-6097,,,,,,,,
,Mobilcommunication i Östersund Aktiebolag,556487-8824,,,,,,,,
,Ergohuset Ermi AB,556505-4243,,,,,,,,
,Gröna Ödlan AB,556492-1509,,,,,,,,
royalgreenland.se,Cookie policy Privacy Policy,,; info@royalgreenland.com,,https://www.royalgreenland.se/kontakta-oss,browser,no,sampled_3; sample_addtocart_2,main@https://www.royalgreenland.se/:samplingRan(sampled=3) | sampleURL@https://royalgreenland.se/recept/:status=200 | sampleURL@https://royalgreenland.se/sortiment-se/rakor/rakor-i-krispig-panering/:status=200:ATC | sampleURL@https://royalgreenland.se/sortiment-se/liten-gronlandsk-halleflundra/liten-gronlandsk-halleflundra-portioner/:status=200:ATC,
,J.A. Sundqvist AB,556524-9611,,,,,,,,
,Safety Equipment Sweden Aktiebolag,556518-3505,,,,,,,,
garageportexperten.se,,,support@garageportexperten.se; mikael.holmstrand@garageportexperten.se; maria.borg@garageportexperten.se,+46 77 147 34 73,https://garageportexperten.se/om-oss,browser,no,sampled_3; sample_addtocart_3,main@https://garageportexperten.se/:samplingRan(sampled=3) | sampleURL@https://garageportexperten.se/karriar:status=200:ATC | sampleURL@https://garageportexperten.se/portar:status=200:ATC | sampleURL@https://garageportexperten.se/dorrar:status=200:ATC,
,Weldtech i Örnsköldsvik AB,556513-7444,,,,,,,,
,Stuguns Livs AB,556521-0761,,,,,,,,
,Bengt Jonsson Foto i Värnamo AB,556514-6320,,,,,,,,
,Hjorts Försäljnings AB,556549-3847,,,,,,,,
,Pajalalyktan AB,556543-3819,,,,,,,,
,Sportförlaget i Norden AB,556534-0568,,,,,,,,
,STARBRANDS AB,556553-8054,,,,,,,,
,FoodCompetence Sverige AB,556536-4899,,,,,,,,
,JLB Bygghandel AB,556540-5957,,,,,,,,
liljasinramning.se,,,info@liljasinramning.se,+46 910 368 36,https://liljasinramning.se,browser,yes,checkout_provider; cart; product_cards; provider:woocommerce,main@https://liljasinramning.se/:hasCart(urlPath:/cart) | main@https://liljasinramning.se/:providers(woocommerce) | main@https://liljasinramning.se/:productCards(52) | DECISION@main@https://liljasinramning.se/,
,Pierre Sibelius AB,556468-9452,,,,,,,,
,A. B. Vindkraft Aktiebolag,556468-9510,,,,,,,,
,Optiker Anderberg Vision AB,556471-9333,,,,,,,,
,H Sandbergs VVS Aktiebolag,556492-0865,,,,,,,,
,NordiCare Ortopedi & Rehab AB,556493-4304,,,,,,,,
,Askeladden Förlag Aktiebolag,556481-8259,,,,,,,,
,Glashusteknik GHT Aktiebolag,556487-9087,,,,,,,,
,Fastighets AB Lövträdet,556514-7906,,,,,,,,
produal.com,,,info@produal.com; firstname.lastname@produal.com; invoices.fi@produal.com,+46 21 991 00; +46 680 90 97; +46 670 12 65,https://www.produal.com/customer-service,browser,no,product_cards; sampled_3,main@https://www.produal.com/en/:productCards(9) | main@https://www.produal.com/en/:samplingRan(sampled=3) | sampleURL@https://produal.com/en/product-catalogues:status=200 | sampleURL@https://produal.com/en/product-brochures:status=200 | sampleURL@https://produal.com/media/pdf/product_catalogue_en.pdf:status=200 | contact_like@https://www.produal.com/en/impressum:productCards(9) | contact_like@https://www.produal.com/en/kontakt:productCards(9) | contact_like@https://www.produal.com/en/kontakta-oss:productCards(9) | contact_like@https://www.produal.com/en/contact:productCards(9) | contact_like@https://www.produal.com/contact-us:productCards(9) | contact_like@https://www.produal.com/en/om-oss:productCards(9) | contact_like@https://www.produal.com/en/about:productCards(9) | contact_like@https://www.produal.com/en/kundtjanst:productCards(9) | internal@https://www.produal.com/en/kundtj%C3%A4nst:productCards(9) | contact_like@https://www.produal.com/en/customer-service:productCards(9),
,PEGAMO Aktiebolag,556530-0687,,,,,,,,
,WinCore AB,556518-9130,,,,,,,,
,Lundbergs Grafiska AB,556525-4553,,,,,,,,
fargokakelhuset.se,,556512-6116,kontor@fargokakelhuset.se,+46 522 64 50 70,https://fargokakelhuset.se,static,no,product_cards,static@https://fargokakelhuset.se:productCards(50),
,Lasse Schalin Butiksutrustning AB,556537-4781,,,,,,,,
,Upplands Potatis Försäljning Aktiebolag,556531-4969,,,,,,,,
,MG Matvarugruppen Aktiebolag,556522-3541,,,,,,,,
,Gillis Sälj & Logistik AB,556447-8161,,,,,,,,
,Gulddesign Götgatan AB,556476-8777,,,,,,,,
,Eterförbindelser i Lund Aktiebolag,556483-8224,,,,,,,,
,Aktiebolaget M Mårtensson i Lomma,556466-4448,,,,,,,,
,Mr. Plant AB,556485-3256,,,,,,,,
,Tehörnan R Nilsson Aktiebolag,556496-5589,,,,,,,,
,Malope Livs Aktiebolag,556484-0485,,,,,,,,
,DP Marketing Aktiebolag,556499-8929,,,,,,,,
,Per Risvall Förvaltnings AB,556489-3930,,,,,,,,
,Knulp Sko Aktiebolag,556492-3968,,,,,,,,
medicinskabokhandeln.se,,,,,https://medicinskabokhandeln.se,browser,no,,,net::ERR_SSL_PROTOCOL_ERROR at https://medicinskabokhandeln.se | method:browser
,Internordic Bearings AB,556493-8024,,,,,,,,
,BG:s Gas o VVS Service Aktiebolag,556499-4480,,,,,,,,
,Servly Stockholm Norr AB,556501-1698,,,,,,,,
,Inter Speed Products Aktiebolag,556505-6008,,,,,,,,
,Lindblads Ljus & Armaturer AB,556520-3147,,,,,,,,
,Triada AB,556523-2583,,,,,,,,
,Carlssons Optik i Sundsvall AB,556517-0486,,,,,,,,
,GOODNESS Travel & Trade Agency AB,556517-2888,,,,,,,,
,Trollcon AB,556520-0838,,,,,,,,
,Larsered Trading & Equine AB,556528-9906,,,,,,,,
,BGR Livs Aktiebolag,556521-1199,,,,,,,,
,Barmbek AB,556539-2700,,,,,,,,
,Chrysaor Aktiebolag,556525-5584,,,,,,,,
,Sten Andrén Plast AB,556527-8263,,,,,,,,
,P & E Nyqvist AB,556522-7781,,,,,,,,
,MEXART GRAPHIC OF SWEDEN AB,556553-9177,,,,,,,,
,Saab Tallboda AB,556535-9790,,,,,,,,
,Kungsbacka dränering & marktjänst AB,556449-2790,,,,,,,,
,VICE Försäljnings Aktiebolag,556471-7543,,,,,,,,
,Svenska Returglas 33 cl Aktiebolag,556469-4114,,,,,,,,
,BRAVA Vattenrening AB,556476-8942,,,,,,,,
,Brinor Aktiebolag,556477-1326,,,,,,,,
jarnhuset.se,,,,,https://jarnhuset.se,browser,no,,,net::ERR_CERT_DATE_INVALID at https://jarnhuset.se | method:browser
,Gussander Inter Aktiebolag,556481-1338,,,,,,,,
,LEKÅ Produkter Aktiebolag,556499-9307,,,,,,,,
,P. Närkestam Storkök Aktiebolag,556501-7828,,,,,,,,
,Ideal Svenska Aktiebolag,556486-0079,,,,,,,,
,Jonas Freiman Puts & Mur AB,556522-8458,,,,,,,,
,NMB Konsult AB,556512-0820,,,,,,,,
,ES Hydagent AB,556524-3291,,,,,,,,
,Cykel & Fiskecenter i Skellefteå AB,556529-3577,,,,,,,,
,Laga AB,556537-5515,,,,,,,,
,S.M.G. Försäljning i Härnösand AB,556544-1671,,,,,,,,
klockmaster.com,,,hej@watchmarket.com,+46 143 752 00; +46 11 331 00 35; +46 210 11 091 00 36,https://www.klockmaster.se/kundtjanst-klockmaster/trygg-e-handel,browser,yes,checkout_provider; cart; product_cards; priced_cards; checkout; provider:stripe; provider:klarna,"main@https://www.klockmaster.se/:hasCart(uiPhrase) | main@https://www.klockmaster.se/:pricedCards(multiPrices) | main@https://www.klockmaster.se/:providers(stripe) | main@https://www.klockmaster.se/:productCards(79) | DECISION@main@https://www.klockmaster.se/ | contact_like@https://www.klockmaster.se/kundtjanst-klockmaster/kopvillkor:hasCheckout(uiPhrase) | contact_like@https://www.klockmaster.se/kundtjanst-klockmaster/kopvillkor:hasCart(uiPhrase) | contact_like@https://www.klockmaster.se/kundtjanst-klockmaster/kopvillkor:providers(klarna,stripe) | DECISION@contact_like@https://www.klockmaster.se/kundtjanst-klockmaster/kopvillkor | contact_like@https://www.klockmaster.se/kundtjanst-klockmaster/trygg-e-handel:hasCheckout(uiPhrase) | contact_like@https://www.klockmaster.se/kundtjanst-klockmaster/trygg-e-handel:hasCart(uiPhrase) | contact_like@https://www.klockmaster.se/kundtjanst-klockmaster/trygg-e-handel:providers(stripe) | DECISION@contact_like@https://www.klockmaster.se/kundtjanst-klockmaster/trygg-e-handel",
qualitylife.se,Qualitylife Sweden AB,556524-4299,info@qualitylife.se,+46 8 733 00 15,https://qualitylife.se,static,no,,,
,NOBTEC Aktiebolag,556527-8545,,,,,,,,
,Dizdar Design Aktiebolag,556454-7601,,,,,,,,
,Oktanen Service AB,556460-3875,,,,,,,,
,Stefans AB,556460-8882,,,,,,,,
,DUATOR AB,556486-3966,,,,,,,,
,Märkbar Interiör i Särö AB,556482-9116,,,,,,,,
,WXW Media AB,556482-9595,,,,,,,,
,Bangsue Rice AB,556504-4012,,,,,,,,
,Kaplans Safir AB,556492-5773,,,,,,,,
,Swetouch AB,556506-6874,,,,,,,,
,Esplanadia Food & Beverage Aktiebolag,556495-6760,,,,,,,,
,Effcentic Aktiebolag,556497-4458,,,,,,,,
,Interior Experts Sweden AB,556507-0736,,,,,,,,
ica.se,,556582-1559; 556021-0261,kundservice@ica.se,+46 8 561 500 00; +46 33 47 47 90; +46 33 47 47 94,https://www.ica.se/kontakt,browser,no,,main@https://www.ica.se/:samplingRan(sampled=0),
,Supermarket Väst AB,556545-7842,,,,,,,,
,IMEX AB,556523-6030,,,,,,,,
,Skandinaviskt Glasögonmode AB,556554-0167,,,,,,,,
,VVS Per Andersson AB,556524-5957,,,,,,,,
,M & R Sjögaardh AB,556541-2649,,,,,,,,
foxway.com,Foxway Privacy Company information,,devices@foxway.com,,https://www.foxway.com/en/our-services/lifecycle-services/consumer-device-as-a-service/,browser,no,,contact_like@https://www.foxway.com/en/our-services/lifecycle-services/consumer-device-as-a-service/:samplingRan(sampled=0),
,Clark Consulting AB,556473-5826,,,,,,,,
,Hedlund Holding AB,556477-1631,,,,,,,,
frisorgrossen.se,,,order@qut.se; info@qut.se,+46 8 00 16 00; +46 10 551 19 00,https://frisorgrossen.se,browser,no,cart; product_cards; sampled_3; sample_addtocart_3,main@https://qutpro.se/se/sv:hasCart(uiPhrase) | main@https://qutpro.se/se/sv:productCards(30) | main@https://qutpro.se/se/sv:samplingRan(sampled=3) | sampleURL@https://frisorgrossen.se/se/sv/category/har-skonhet:status=200:ATC | sampleURL@https://frisorgrossen.se/se/sv/category/kampanjer:status=200:ATC | sampleURL@https://frisorgrossen.se/se/sv/product/qut-0001-0025-0167-0000-asp-puretone-salon-intro-kit:status=200:ATC,
snosjo.se,Joens Snö & sjösport AB,,info@snosjo.se,,https://www.snosjo.com/skidservice,browser,no,,contact_like@https://www.snosjo.com/kontakt:samplingRan(sampled=0),
,Ebbamåla Bruk Aktiebolag,556484-9882,,,,,,,,
joveniajuveler.se,,,info@joveniajuveler.se,+46 8 611 25 66; +46 8 611 25 88; +46 8 611 22 39,https://joveniajuveler.se/kontakta-oss,browser,no,sampled_3,main@https://joveniajuveler.se/:samplingRan(sampled=3) | sampleURL@https://joveniajuveler.se/smycken/:status=200 | sampleURL@https://joveniajuveler.se/pressinformation/:status=200 | sampleURL@https://joveniajuveler.se/smycken/juvelsmycken/:status=200,
stenmagasinet.se,Stenmagasinet,,order@stenmagasinet.com,+46 8 732 87 00,https://stenmagasinet.se/om-oss,browser,yes,checkout_provider; cart; provider:woocommerce,main@https://stenmagasinet.se/:hasCart(uiPhrase) | main@https://stenmagasinet.se/:providers(woocommerce) | DECISION@main@https://stenmagasinet.se/ | contact_like@https://stenmagasinet.se/kontakt/:hasCart(uiPhrase) | contact_like@https://stenmagasinet.se/kontakt/:providers(woocommerce) | DECISION@contact_like@https://stenmagasinet.se/kontakt/ | contact_like@https://stenmagasinet.se/om-oss/:hasCart(uiPhrase) | contact_like@https://stenmagasinet.se/om-oss/:providers(woocommerce) | DECISION@contact_like@https://stenmagasinet.se/om-oss/,
