orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
556366-8358,Fossers Åkeri Aktiebolag,Fossers Åkeri Aktiebolag,49410,,49410,SKÄRHAMN,47131,RÖNNVÄGEN 2 A,"Föremålet för bolagets verksamhet är att driva åkerirörelse samt tillhandahålla tjänsterna massage och friskvård, träning för privatpersoner och föreläsningar inom friskvård samt därmed förenlig verksamhet.",1989-08-16,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556344-9437,AEB Anläggningsentreprenader AB,AEB Anläggningsentreprenader AB,43120,,43120; 37000,LUDVIKA,77132,SKOLGATAN 24,"Bolaget skall bedriva bygg- och markarbeten, maskinuthyrning, högtrycksspolning samt därmed förenlig verksamhet.",1988-12-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556344-9775,Johan Lundgren Ekonomikonsult Aktiebolag,Johan Lundgren Ekonomikonsult Aktiebolag,70200,,70200,KLIPPAN,26437,BJÖRKVÄGEN 12,"Bolaget ska bedriva verksamhet inom ekonomikonsultbranschen och erbjuda tjänster såsom koncernredovisning, årsredovisning, boks- lut och löpande redovisning samt idka därmed förenlig verksamhet.",1988-12-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556376-4116,Mätkonsult Sverige Aktiebolag,Mätkonsult Sverige Aktiebolag,71121,,71121,ÅRSTA,12060,SVÄRDLÅNGSVÄGEN 32,Bolaget skall utföra mät- och beräkningsverksamhet inom bygg- och anläggningsbranschen ävensom idka därmed förenlig verksamhet.,1989-11-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556353-7306,Lindströms Golv & Bygg i Råneå Aktiebolag,Lindströms Golv & Bygg i Råneå Aktiebolag,43330,,43330,RÅNEÅ,95531,BONDBOVÄGEN 2 C,Bolaget skall bedriva byggnadsentreprenader och mattläggning och därmed förenlig verksamhet.,1989-03-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556383-9447,Zohar International AB,Zohar International AB,70200,,70200,SVEDALA,23326,BOX 510,"Bolaget skall äga och utveckla rörelsedrivande bolag, äga och förvalta fastigheter, idka handel med värdepapper och konst samt idka därmed förenlig verksamhet.",1990-01-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556358-2492,Franssons Last och Schakt Aktiebolag,Franssons Last och Schakt Aktiebolag,43120,,43120,KISA,59039,ÖSTORP 2,Bolaget skall bedriva gräv- och schaktningsrörelse och därmed förenlig verksamhet.,1989-04-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556387-7363,RoNo Ek AB,RoNo Ek AB,70200,,70200,GUSTAVSBERG,13442,STRÖMSTAREVÄGEN 80,Bolaget skall bedriva konsultation inom kontor och administration och därmed förenlig verksamhet.,1990-03-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556359-1550,Fair Line International AB,Fair Line International AB,70200,,70200,NACKA,13135,ALPHYDDEVÄGEN 6,"Bolaget skall bedriva handel med värdepapper, kapitalförvaltning, äga och förvalta fast och lös egendom, konsultverksamhet för vad gäller företagsutveckling och därmed förenlig verksamhet.",1989-05-26,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556389-1729,LFF Lindblom Familjeföretag Aktiebolag,LFF Lindblom Familjeföretag Aktiebolag,70100,,70100; 71121,ENKÖPING,74598,SJÖÄNGSVÄGEN 80,"Bolaget skall bedriva kapitalplaceringar, entreprenad och markarbeten i byggbranschen samt därmed förenlig verksamhet.",1990-04-17,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556381-4804,itLINK i Östergötland AB,itLINK i Östergötland AB,43210,,43210,LINKÖPING,58221,HERTIG KARLSGATAN 10,"Föremål för bolagets verksamhet är att utföra konsulttjänster inom byggbranschen och inom IT-branschen, samt bedriva handel med värdepapper och därmed förenlig verksamhet.",1989-12-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556382-8119,Ytterbom Trafik Aktiebolag,Ytterbom Trafik Aktiebolag,49410,,49410,INDAL,85597,KÄVSTA 126,"Bolagets verksamhet är åkerirörelse, byggnads- och markarbeten samt uthyrning av personal och därmed förenlig verksamhet. Bolaget skall även erbjuda administrativa tjänster inom redovisning.",1990-01-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556362-1837,Belmon Maskin & Entreprenad AB,Belmon Maskin & Entreprenad AB,43120,,43120,BÅSTAD,26942,ÄNGELHOLMSVÄGEN 263,"Bolaget skall utföra entreprenadverksamhet inom husbyggnad, mark och anläggning, bedriva uthyrning och försäljning av lös egendom företrädesvis, byggmaskiner, entreprenadmaskiner och liknande, samt att förvärva, äga och förvalta fast och lös egendom, företrädandevis byggmaskiner och liknande samt bedriva annan med nu nämnda verksamhet förenlig rörelse",1989-07-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556362-8477,KYL-BERGMAN LENNART Aktiebolag,KYL-BERGMAN LENNART Aktiebolag,43223,,43223,VÄSTERVIK,59361,KRISTINEBERGSGATAN 21,"Bolaget ska bedriva försäljning, installation och service av kylanläggningar samt därmed förenlig verksamhet.",1989-07-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556365-8599,IRBIS Konsult Aktiebolag,IRBIS Konsult Aktiebolag,70200,,70200,LÅNGSELE,88250,STRÖMVÄGEN 46,"Bolaget skall bedriva konsult-, utvecklings-, handels- och utbildningsverksamhet inom områdena översättning och språkbehandling, elektronisk informationsbehandling och - förmedling samt organisationsutveckling, ävensom idka därmed förenlig verksamhet. Bolaget skall bedriva konsult-, utvecklings-, handels- och utbildningsverksamhet inom jord- och skogsbruk, natur- och viltvård, jakt och fiske, ävensom idka därmed förenlig verksamhet.",1989-07-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556396-0029,Yunor International AB,Yunor International AB,70200,,70200,GÖTEBORG,41285,NORDGÅRDSGATAN 7  LÄG. 1704,"Bolaget skall bedriva handel med textilprodukter, snöre, tågvirke, golv, plast, glasfiber samt förvalta värdepapper. Bolaget skall dessutom sälja konsulttjänster inom marknadsföring, konsulttjänster inom ekonomi till bilbranschen, telekom, handel samt idka därmed förenlig verksamhet.",1990-06-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556398-6065,Esto Marine & Offshore Aktiebolag,Esto Marine & Offshore Aktiebolag,70200,,70200,GÖTEBORG,41127,VASA KYRKOGATA 1,Bolaget skall bedriva agent- och konsultverksamhet inom marin industri och landbaserad industri samt därmed förenlig verksamhet. Bolaget skall även äga och förvalta fast och lös egendom företrädesvis värdepapper.,1991-03-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556401-4115,Fryksdalsbygg Aktiebolag,Fryksdalsbygg Aktiebolag,41000,,41000; 68203,TORSBY,68533,BRUKSALLÉN 2,"Bolaget skall bedriva nybyggnad, reparationer och montering av fastigheter, handel med byggmaterial, fastighetsförvaltning, handel med värdepapper, samt därmed förenlig verksamhet.",1990-08-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556382-8762,Revelatio Holding AB,Revelatio Holding AB,70200,,70200,TÄLLBERG,79370,PLINTSBERG TÄLLBERGSVÄGEN 165,"Bolaget skall tillhandahålla administrativa tjänster till mindre-och medelstora företag såsom råd och hjälp med strategisk ekonomisk planering, utformande av metoder för företagsstyrning, personaluthyrning, handel med personbilar, äga och förvalta aktier och andelar samt därmed förenlig verksamhet.",1990-02-02,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556307-9168,Bengt Mattsson i Bjuråker Aktiebolag,Bengt Mattsson i Bjuråker Aktiebolag,43120,,43120,BJURÅKER,82478,ÄNGA 308,Aktiebolaget ska bedriva grävnings- och schaktarbeten samt därmed förenlig verksamhet.,1987-10-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556401-9486,Bernt Gustavssons Åkeri Aktiebolag,Bernt Gustavssons Åkeri Aktiebolag,49410,,49410,KUNGSBACKA,43439,KLOVSTENSVÄGEN   KLOVSTENS IND OMR,Bolaget skall bedriva åkeri jämte därmed förenlig verksamhet.,1990-08-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556382-1171,Byggtjänst i Haparanda Aktiebolag,Byggtjänst i Haparanda Aktiebolag,41000,,41000,HAPARANDA,95333,HAVREVÄGEN 9,"Bolaget skall bedriva reparationer och underhåll samt bedriva färghandel, försäljning av målarfärg, mattor samt därmed förenlig verksamhet.",1990-02-06,active,,,http://www.btbv.se/,,hitta_orgnr,high,info@btbv.se,+46706980612,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/byggtjanst-i-haparanda-ab/haparanda/hjjgrrtf | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,btbv.se,,,,,,
556309-0702,TYDS Mur & Byggputs Aktiebolag,TYDS Mur & Byggputs Aktiebolag,43999,,43999,SOLLENTUNA,19136,SOLLENTUNAVÄGEN 295,"Bolaget skall bedriva murning, puts, kakel, armering och gjutningsarbeten samt därmed förenlig verksamhet. Bolaget skall även äga och förvalta aktier, värdepapper och övrig fast egendom.",1987-11-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556407-4606,Limnordic AB,Limnordic AB,70200,,70200,JÄRVED,89177,JÄRVEDSVÄGEN 41 B,"Bolaget skall bedriva affärskonsulting samt forskning, konsulting och fältarbeten i områdena biologi och limnologi ävensom idka därmed förenlig verksamhet.",1990-10-10,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556411-1291,Repaid VAT in Sweden Aktiebolag,Repaid VAT in Sweden Aktiebolag,69201,,69201,LULEÅ,97593,ALVIKSVÄGEN 67,Bolaget skall bedriva konsultverksamhet avseende administration och redovisning av mervärdesskatt samt bärhandel och kommersiell uthyrning av fritidslokal ävensom därmed förenlig verksamhet.,1990-11-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556404-1365,Rebico AB,Rebico AB,69201,,69201,TÄBY,18777,FRIGGAVÄGEN 43,"Bolaget skall bedriva utbildning, konsultverksamhet samt försäljning av mjuk- och hårdvara för datorer.",1990-09-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556410-4239,Anders Lindegrens Åkeri Aktiebolag,Anders Lindegrens Åkeri Aktiebolag,49410,,49410,FALKENBERG,31141,EKSTIGEN 14,Bolaget skall bedriva åkerirörelse ävensom idka därmed förenlig verksamhet.,1990-11-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556314-0069,Maaherras Åkeri Aktiebolag,Maaherras Åkeri Aktiebolag,49410,,49410,ÖVERTORNEÅ,95792,KORVA 104,"Bolaget skall bedriva beställningstrafik för godsbefordran, hästavel, hästhandel och därmed förenlig verksamhet.",1987-12-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556383-5080,Bygg-Berg i Trelleborg Aktiebolag,Bygg-Berg i Trelleborg Aktiebolag,41000,,41000,TRELLEBORG,23192,ÅLAVÄGEN 17 A,Bolaget skall driva byggnadsverksamhet jämte därmed förenlig verksamhet.,1990-01-03,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556527-6317,Fredsfjell AB,Fredsfjell AB,70200,,70200; 90110,LUND,22271,ÅBRINKSVÄGEN 2,Bolagets ska bedriva konsultverksamhet inom organisation och ekonomi samt handel och förvaltning av värdepapper samt därmed förenlig verksamhet. Vidare skall bolaget bedriva verksamhet inom litterärt och konstnärligt skapande.,1995-12-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556527-7315,de Révérony AB,de Révérony AB,71121,,71121; 11030; 93290,KISA,59039,NYGÄRDE,"Bolaget ska bedriva vin-, rese- och äventyrsverksamhet i Kinda, Linköping och Åtvidaberg, och därmed förenlig verksamhet.",1995-12-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556525-0908,Norberg & Norberg Research AB,Norberg & Norberg Research AB,70200,,70200,SKURUP,27434,SÖDERGATAN 54,"Bolaget skall bedriva konsultverksamhet rörande samhällsvetenskapliga utredningar, samhällsinformation, musikproduktion management och ADB samt förmögenhetsförvaltning ävensom idka därmed förenlig verksamhet.",1995-07-31,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556529-0011,B&C Konsult i Valla AB,B&C Konsult i Valla AB,71121,,71121; 68201,LINKÖPING,58247,BJÄLBOGATAN 6  KV,"Konsultation inom byggnadsglas, konstinramning, konst och kontorsarbete.",1996-01-17,active,,,http://www.sjöstigens.se,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/bochc+konsult+i+valla+ab/link%C3%B6ping/apyhinrrs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,xn--sjstigens-17a.se,https://xn--sjstigens-17a.se,browser,no,,,net::ERR_NAME_NOT_RESOLVED at https://xn--sjstigens-17a.se | method:browser
556529-5069,Tegrell och Partner Aktiebolag,Tegrell och Partner Aktiebolag,70200,,70200,BARSEBÄCK,24657,SKEPPAREVÄGEN 34,"Bolaget ska bedriva konsultverksamhet avseende affärs och verksamhetsutveckling, managementkonsultering samt att äga och förvalta värdepapper och därmed förenlig verksamhet.",1996-03-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556531-1593,Laneborgs Åkeri AB,Laneborgs Åkeri AB,49410,,49410,SÖDERKÖPING,61433,HASSELGATAN 14,"Bolaget skall bedriva lastbilsåkeri, samt därmed förenlig verksamhet.",1996-04-19,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556528-5060,Condia Teknikutveckling Aktiebolag,Condia Teknikutveckling Aktiebolag,71122,,71122,GÖTEBORG,41457,KABELGATAN 15 A 3,"Bolaget skall inom fordonsteknik och marin verksamhet bedriva konstruktion, underhåll, handel, utbildning, utveckling, mekanisk konstruktion och programutveckling. Bolaget skall inom byggverksamhet bedriva konstruktion, handel, förvaltning av fastigheter och därmed förenlig verksamhet.",1996-03-27,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556531-2401,PRIPOL Aktiebolag,PRIPOL Aktiebolag,70200,,70200,SOLNA,17142,NYBODAGATAN 10  LGH 1101,Bolaget skall vara ett konsult- och förvaltningsbolag och ha följande primärverksamhet:  A. Rättskonsultverksamhet. B. Bokföring och redovisning.,1996-05-07,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_url_found,,,,,,,
556533-7465,Lateris AB,Lateris AB,70200,,70200,MALMÖ,21758,TESSINS VÄG 8 A,"Bolaget skall bedriva konsulterande och rådgivande verksamhet. Verksamheten skall inrikta sig mot såväl inhemska som internationella företag och andra organisationers behov av kvalificerade tjänster som företags-, marknads. och branschanalyser i samband med affärs och företagsutveckling eller andra organisationsförändringar samt därmed förenlig verksamhet. Bolaget skall tillika ha verksamhet att idka handel med byggvaror och därtill hörande produktionsutrustning.",1996-09-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556517-2128,Djurlings Entreprenad AB,Djurlings Entreprenad AB,43120,,43120,RÖNNINGE,14461,SKOGSROVÄGEN 12,"Bolaget skall bedriva markentreprenad, samt därmed förenlig verksamhet.",1995-09-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556517-8026,Working Kapital AB,Working Kapital AB,70200,,70200,VÄLLINGBY,16206,BOX 6041,Bolaget skall bedriva konsultverksamhet inom företagsorganisation och därmed förenlig verksamhet. Bolaget skall även äga och förvalta fastigheter samt bedriva handel med värdepapper och därmed förenlig verksamhet.,1995-09-20,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556536-1614,Måleri-Hantverkarna,Måleri-Hantverkarna i Linköping AB,43341,,43341; 43330,LINKÖPING,58278,HARSTENAGATAN 5,Bolaget skall bedriva byggnadsmåleri samt idka därmed förenlig verksamhet.,1996-12-09,active,,,http://www.malerihantverkarna.se,,hitta_orgnr,high,info@malerihantverkarna.se; mats@malerihantverkarna.se; hakan@malerihantverkarna.se,+46 13 10 22 10; +46 13 36 44 78; +46 13 36 44 75,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/m%C3%A5leri+hantverkarna/link%C3%B6ping/cprtdcte | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,malerihantverkarna.se,https://www.malerihantverkarna.se/om-oss,browser,no,product_cards,main@https://www.malerihantverkarna.se/:productCards(6) | main@https://www.malerihantverkarna.se/:samplingRan(sampled=0) | contact_like@https://www.malerihantverkarna.se/om-oss/:productCards(2) | contact_like@https://www.malerihantverkarna.se/kontakt/:productCards(2),
556534-8645,YBEKE El AB,YBEKE El AB,43210,,43210,KÖPINGSVIK,38796,MORKULLAN 14,"Aktiebolaget ska bedriva el och byggnadsinstallationer, trädgårdsservice, transport, budkörning samt aktie- och kapitalförvaltning.",1996-12-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556555-1701,Trivector Mobility AB,Trivector Mobility AB,71129,,71129,LUND,22236,VÄVAREGATAN 21,"Bolaget skall bedriva konsultverksamhet och försäljning inom området trafik, samhällsplanering och data. Bolaget skall vidare bedriva handel med fast och lös egendom såsom värdepapper, hård- och mjukvara inom företagets ovan specificerade verksamhetsområde och därmed förenlig verksamhet.",1998-04-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,
556518-7647,Garden Aquatica Entreprenad o konsult AB,Garden Aquatica Entreprenad o konsult AB,70200,,70200,ÖSTERHANINGE,13795,ÅVAVÄGEN 11  Högsta torp,Bolaget ska äga och förvalta bolag som arbetar med design och konstruktion av dammar och trädgårdar samt driva affärer med värdepapper och därmed förenlig verksamhet.,1995-07-12,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556543-8628,Rimbo Service & Transport AB,Rimbo Service & Transport AB,49330,,49330,RIMBO,76261,VILTSTIGEN 6,Bolaget skall bedriva taxirörelse ävensom idka därmed förenlig verksamhet.,1997-07-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
556544-0665,J Andersson Transport i Vargön AB,J Andersson Transport i Vargön AB,49410,,49410,VARGÖN,46830,LINDVÄGEN 16,"Bolaget skall driva bilstransporter och utföra inom åkerinäringen förekommande tjänster, handel med värdepapper samt därmed förenlig verksamhet.",1997-07-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,
