orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,email,phone,resolve_debug
556956-7398,Luckexperten Karl AB,Luckexperten Karl AB,47521,,47521; 43320,LANDSKRONA,26135,FARTYGSGATAN 15,"Bolaget ska bedriva försäljning och montering av kök, köksförnyelse, bygg- och fastighetsservice samt handel med värdepapper och därmed förenlig verksamhet.",2013-12-30,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556959-5290,Tullinge handelshus AB,Tullinge handelshus AB,47551,,47551; 43320; 50302,VÄSTERHANINGE,13737,VERKSTADSVÄGEN 6,"handel med möbler för hemmet, entreprenadarbeten inom bygg, samt försäljning och charterversamhet med båtar",2014-01-23,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556969-6767,WOG Marinhuset Service AB,WOG Marinhuset Service AB,47633,,47633,UDDEVALLA,45143,REPSLAGAREGATAN 5,"Aktiebolaget ska bedriva handel med båtar, reparationer av båtar och försäljning av båttillbehör.",2014-04-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556961-3283,Hardwork International AB,Hardwork International AB,46450,,46450,HALMSTAD,30241,OLOFSDALSVÄGEN 27,"Bolaget skall utveckla och marknadsföra kosmetik och hudvårdsprodukter, bedriva konsultverksamhet inom affärsutveckling och därmed förenlig verksamhet.",2014-02-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556925-4468,Stockholm Andtherev AB,Stockholm Andtherev AB,46189,,46189; 93130,STOCKHOLM,11624,ÅSÖGATAN 122,"Bolaget skall utveckla, importera och sälja cyklar, cykeltillbehör och konfektion.",2013-03-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556925-5010,Eastman & Dag AB,Eastman & Dag AB,47553,,47553,VÄSTERÅS,72138,HALLSTA GÅRDSGATA 30  NR 71,"Aktiebolaget ska bedriva verksamhet som omfattar import av produkter och material av plast, samt egen tillverkning av detsamma, för försäljning främst via webbshop. Bolaget ska även bedriva verskamhet förenligt med de ovan nämnda.",2013-03-12,active,,,http://www.dekortorget.se,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/dekortorget/v%C3%A4ster%C3%A5s/nguhgryj | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556963-7530,Spis & Kaminboden i Laholm AB,Spis & Kaminboden i Laholm AB,47552,,47552,LAHOLM,31295,VÄRESTORPSVÄGEN 16,"Föremålet för bolagets verksamhet är renovering och försäljning av spisar, kaminer och elektriska armaturer samt förvaltning av fastigheter och värdepapper och därmed förenlig verksamhet.",2014-03-03,active,,,http://www.spisochkamin.se,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/spis+och+kaminboden+i+laholm+ab/laholm/anrzfhngo | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556969-7021,VIMIV AB,VIMIV AB,46860,,46860; 47820; 70200; 16250; 46831,BILLDAL,42740,LESIKAVÄGEN 83,"Aktiebolaget ska handla med varor inom segmentet vibrations- isolatorer för allmän industri (tex fordon, motorer, stationära maskiner, båtar). Bolaget ska också bedriva konsultverksamhet i de fall kund inom segmentet efterfrågar detta.",2014-04-24,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556960-8515,FEMLINGEN BLOMSTER OCH GRÖNT AB,FEMLINGEN BLOMSTER OCH GRÖNT AB,47210,,47210; 47761,VÄXJÖ,35245,LÄMMELVÄGEN 4,"Bolaget skall bedriva försäljning av frukt, grönsaker, blommor, andra växter och dekorationer ävensom idka därmed förenlig verksamhet.",2014-02-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556970-1294,EXDEX AB,EXDEX AB,47811,,47811; 95311,SKÅNES FAGERHULT,28673,JUNEXVÄGEN 5,"Aktiebolaget ska bedriva utveckling, tillverkning och försäljning av maskiner, samt försäljning av begagnade maskiner, service och underhåll, reservdelstillverkning, svarvning, fräsning, samt även idka därmed förenlig verksamhet. Bolaget ska bedriva verksamhet inom handel och reparation av eller med motorfordon samt därmed förenlig verksamhet. Bolaget skall även äga och förvalta värdepapper samt fast egendom.",2014-04-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556961-5759,NSE Cars AB,NSE Cars AB,47811,,47811,ÖREBRO,70215,PAPPERSBRUKSALLÉN 20,Handel med bilar.,2014-02-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556970-5931,Scandinavia Seafood and Logistic AB,Scandinavia Seafood and Logistic AB,46380,,46380,GRÖDINGE,14770,RINGVÄGEN 1 L,"Bolaget bedriver handel, import och export med seafood och logistik samt därmed förenliga tjänster. Samtidigt ska bolaget bedriva byggverksamhet (byggande, ombyggnad och renovering av objekt) samt därmed förenlig verksamhet. Företaget kommer också utföra handel med trä varor för bygg konstruktioner samt logistic för dessa varor.",2014-05-05,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556977-7807,Abacchus Wine i Göteborg AB,Abacchus Wine i Göteborg AB,46340,,46340,GÖTEBORG,41253,BERZELIIGATAN 18,Bolaget ska bedriva import och partihandel av alkoholhaltiga drycker och fastighetsförvaltning samt därmed förenlig verksamhet.,2014-07-16,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556977-7864,A&C Creative Design AB,A&C Creative Design AB,47712,,47712; 70200,SALTSJÖ-BOO,13240,PAVILJONGVÄGEN 14,"Bolaget ska bedriva detaljhandel samt konsult- och representationsverksamhet inom mode, skönhetsprodukter, och marknadsföring. Bolaget ska även sälja varor av sitt eget märke och vara auktoriserad återförsäljare för samtliga märken som visas på webbsidan och dessutom bedriva förenlig verksamhet. Bolaget har även för avsikt att bedriva konsultverksamhet och produktutveckling inom webbdesign, och kommersiell design för främst logotyper och trycksaker- från idé till beslut och resultat.",2014-07-16,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_url_found
556959-3808,Nordic Trading Solutions AB,Nordic Trading Solutions AB,47123,,47123,BILLESHOLM,26771,FILGATAN 1,"Aktiebolaget ska bedriva import, export, handel och förmedling av inventarier, entreprenadmaskiner och fordon, samt därmed förenlig verksamhet. Bolaget ska vidare förvalta värdepapper, fast och lös egendom. Därutöver ska bolaget bedriva markexploatering, återvinning och återbruk, samt annan därmed förenlig verksamhet.",2014-01-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556948-2184,A.W:s Tjänster AB,A.W:s Tjänster AB,47761,,47761,SANDVIKEN,81154,SILVERSLINGAN 14,Butiksförsäljning av blommor och inredning. Konsult som butikssäljare. Bilförsäljning,2013-11-07,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556966-3072,Sommarnöjen AB,Sommarnöjen AB,46831,,46831,STOCKHOLM,11331,SANKT ERIKSGATAN 112,"Bolaget ska utveckla, producera och sälja prefabricerade hus och bedriva därmed förenlig verksamhet.",2014-03-25,active,,,http://www.sommarnojen.se,,hitta_orgnr,high,info@sommarnojen.se,+46841071500,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/sommarnojen-ab/stockholm/lnppsbjm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment
556919-8608,Smart Rooms Nordic AB,Smart Rooms Nordic AB,46471,,46471; 47551; 74130,STOCKHOLM,11227,KUNGSHOLMSGATAN 6,Bolaget ska bedriva handel med och utveckling av bostads- och inredningskoncept samt konsultverksamhet inom området jämte därmed förenlig verksamhet.,2013-01-22,active,,,https://compactlivingstore.com,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/smart-rooms-nordic-ab/stockholm/cpxhjklpq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556919-8939,Kronprinsbryggan AB,Kronprinsbryggan AB,47242,,47242,SOLLENTUNA,19144,LILLEBOVÄGEN 64 B,Bolagets verksamhet skall vara café- och restaurangverksamhet. Försäljning av textilprodukter samt uppvärmning och energibesparingsprodukter.Uthyrning av maskiner och verktyg. Konsultverksamhet inom marknadsutveckling samt därmed förenlig verksamhet.,2013-01-22,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556886-6858,Adam Isaksson Maskin AB,Adam Isaksson Maskin AB,46630,,46630; 33120,TENHULT,56162,FLATHÄLLA 1,"Aktiebolagets verksamhet ska vara handel med fordon, utföra mark och byggnadsarbeten, äga och förvalta fastigheter och värdepapper samt idka annan därmed förenlig verksamhet.",2012-03-06,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556922-1293,Häst & Hälsa Maritha Ragnarsson AB,Häst & Hälsa Maritha Ragnarsson AB,47751,,47751; 85510,LIDKÖPING,53198,GÖSSLUNDA ANDERSTORP GÅRD,"Aktiebolaget ska bedriva nätverksmarknadsföring och direktförsäljning av näringstillskott samt hälsoprodukter. Samt coaching för sundare liv, mer motion, bättre kosthållning syftande till mer energi och livsglädje. Samt därmed förenliga verksamheter. Samt hästverksamhet/lantbruk med bla uppfödning, inackoerdering, utbildning, lektionsverksamhet, ridskola, tävlingsverksamhet samt uthyrning av ridhus och lantbruksbyggnader samt därmed förenliga verksamheter.",2013-02-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556897-1930,Betong och Byggkonsulter i Sälen AB,Betong och Byggkonsulter i Sälen AB,46831,,46831; 71121; 43350; 56222,GÖTEBORG,40121,BOX 89,"Bolaget skall idka verksamhet med försäljning av tjänster och produkter inom bygg- betong- och anläggningsområdet samt erbjuda tjänster inom stugtillsyn, konferensverksamhet, persontransporter, uthyrning av fordon och personal, förvaltning av fastigheter samt äga och förvalta fastigheter och värdepapper och därmed förenlig verksamhet.",2012-07-01,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556968-5844,Karlskrona Båt & Fiskecenter AB,Karlskrona Båt & Fiskecenter AB,46491,,46491,KARLSKRONA,37154,LALLERSTEDTS GATA 4,Företaget ska bedriva butiksförsäljning av båttillbehör och sportfiskeutrustning.,2014-04-14,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556970-2425,Modeers Elektronikhandel Värmdö AB,Modeers Elektronikhandel Värmdö AB,47541,,47541,GUSTAVSBERG,13444,ORIONS VÄG 1 C,"Bolaget skall bedriva verksamhet i form av detaljhandel med hemelektronikprodukter, vitvaror, data och tele, äga och förvalta värdepapper, samt därmed förenlig verksamhet.",2014-04-30,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556970-9842,LIGA GROUP AB,LIGA GROUP AB,46480,,46480; 47771,TABERG,56241,TULPANSTIGEN 6,"Bolaget skall bedriva import- och export, detaljist- och grossistförsäljning samt design av guld- och silversmycken jämte därmed förenlig verksamhet.",2014-05-08,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556973-9005,Godishuset i Nyköping AB,Godishuset i Nyköping AB,47242,,47242,NYKÖPING,61138,GUMSBACKEVÄGEN 6 C,"Bolagets verksamhet är att sälja godis i lösvikt och presentkorgar med konfektyr. Även försäljning av dryck, choklad, chips, lotter, spel och tobak. Verksamheten kommer främst att fokusera på försäljning av konfektyr dock.",2014-06-09,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556971-5112,rubster AB,rubster AB,46420,,46420,STOCKHOLM,11728,HORNSGATAN 103,Bolaget skall bedriva handel med hästsportartiklar och därmed förenlig verksamhet.,2014-05-13,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556939-2136,Keywe Backa Holding AB,Keywe Backa Holding AB,46450,,46450; 20420; 71122,ÄLVSJÖ,12540,ASPÖVÄGEN 24,"Bolaget ska äga och förvalta fastigheter, värdepapper, fast och lös egendom samt därmed förenlig verksamhet.",2013-08-14,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556912-0909,Manglans Fiskeri AB,Manglans Fiskeri AB,46501,,46501; 79110,VÄSTRA FRÖLUNDA,42658,SLÄTSKÄDDEGATAN 8,Bolaget ska bedriva handel och förvaltning av värdepapper samt direkt eller indirekt bedriva fiskeriverksamhet genom dotterbolag och därmed förenlig verksamhet.,2012-11-29,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556918-7296,HEC Nordic AB,HEC Nordic AB,47712,,47712; 74110,TÄBY,18735,ILLERVÄGEN 17,Grossistimport av livsmedel för vidareförsäljning till butiker.,2013-01-11,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556914-0907,Stenlunds Holding AB,Stenlunds Holding AB,46431,,46431; 70100,KISTA,16440,STRÖMÖGATAN 8,Bolaget skall äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.,2012-12-10,active,,,,,not_found,,,,hitta_orgnr:hitta_search_failed:HTTP 404 for https://www.hitta.se/undefined/- | hitta_name:hitta_no_next_data
556979-7060,Sopranos Bil och Bensin AB,Sopranos Bil och Bensin AB,46390,,46390,SKOGÅS,14230,SKOGÅSPLAN 9,Bolaget ska bedriva försäljning av bensin livs biltillbehör och bilar. Bedriva uthyrning av video biltvätt bilar och släpvagnar Bedriva bilverkstad samt därmed förenlig verksamhet.,2014-08-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556917-1290,Parvus Syd AB,Parvus Syd AB,47789,,47789,GÖTEBORG,41705,GRIMBOÅSEN 8,Aktiebolaget ska bedriva försäljning av rengöringsprodukter samt därmed förenlig verksamhet.,2012-12-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556952-8663,Diagentec AB,Diagentec AB,46460,,46460,UPPLANDS VÄSBY,19402,BOX 2020,"Bolaget skall bedriva handelsverksamhet avseende utrustning för genteknologi och proteinkemi, samt därmed förenlig verksamhet.",2013-12-10,active,,,http://www.diagen.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/diagentec+ab/upplands+v%C3%A4sby/flqbhmtfh | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556924-1457,Nordic Brand Agency AB,Nordic Brand Agency AB,46450,,46450,SUNDBYBERG,17261,FORSKNINGSRINGEN 85,Bolaget ska bedriva agentur och export av svenska och internationella varumärken till utlandet samt idka därmed förenlig verksamhet.,2013-02-28,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556960-6873,FärgDesign i Hjo AB,FärgDesign i Hjo AB,47523,,47523,HJO,54450,TUBGATAN 5,"Föremålet för bolagets verksamhet är att bedriva butiks- försäljning av färg, tapeter, måleriverktyg samt därmed förenlig verksamhet.",2014-02-04,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556962-8224,Hägraboxen AB,Hägraboxen AB,46499,,46499,ÖSTERSUND,83161,SPJUTVÄGEN 30,Bolaget ska bedriva försäljning och utveckling av produkter inom hästbranschen. Allt från foderboxar till utrustning för hästskötsel. Marknadsföring och därmed förenlig verksamhet.,2014-02-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556964-5996,Klasaröds Maskin AB,Klasaröds Maskin AB,46810,,46810; 78201,LÖVESTAD,27572,SJÖBOVÄGEN 18,Partihandel vedförsäljning. Personaluthyrning inom lantbruk och därmed förenlig verksamhet.,2014-03-10,active,,,http://www.kvomab.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/klasar%C3%B6ds+maskin+ab/l%C3%B6vestad/mqsbhctuv | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556932-1911,Göteborgs Choklad & Karamellfabrik AB,Göteborgs Choklad & Karamellfabrik AB,47242,,47242,ÅSA,43953,KUMLABACKEN 3,Tillverkning samt försäljning av choklad och konfektyr samt relaterade produkter.,2013-05-20,active,,,https://goteborgschoklad.se,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/g%C3%B6teborgs+choklad+och+karamellfabrik+ab/g%C3%B6teborg/lmgbjpsd | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
556974-9236,J & B Handels AB,J & B Handels AB,47112,,47112,VÄNERSBORG,46233,SUNDSGATAN 19 B,Aktiebolaget ska bedriva detaljhandel med dagligvaror och annan därmed förenlig verksamhet.,2014-06-18,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556966-3486,Kleftis AB,Kleftis AB,46450,,46450; 41000; 43320,MÖLNDAL,43166,ENERBACKSGATAN 20 A,Aktiebolaget ska bedriva byggverksamhet samt konsultation inom byggsektorn och därmed förenlig verksamhet. Bolaget kommer även bedriva partihandel med skönhetsprodukter.,2014-03-25,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556932-3669,Dextra AB,Dextra AB,46360,,46360,MOTALA,59152,BJÖRNVÄGEN 4,"Föremålet för bolagets verksamhet är att bedriva handel med livsmedel, köksutrustning, köksmaskiner och skönhetsprodukter samt därmed förenlig verksamhet.",2013-05-21,active,,,,,not_found,,,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data
556994-9893,Kullavik Design & Pearl AB,Kullavik Design & Pearl AB,47711,,47711,NACKA STRAND,13152,AUGUSTENDALSVÄGEN 7  8TR,Föremålet för bolagets verksamhet är att bedriva import och export av damkläder samt agenturverksamhet för kläder och därmed förenlig verksamhet.,2014-12-10,active,,,http://www.kullavikdesign.se/,,hitta_orgnr,high,,,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/kullavik+design+och+pearl+ab/nacka+strand/mgrvicgvb | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment
