orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url,target_url_source,target_url_confidence,resolve_debug,email,phone,domain,contact_page,source,is_webshop,webshop_signals,webshop_debug,debug
556011-1592,Aktiebolaget M. Lindner,Aktiebolaget M. Lindner,46189,,46189,SÄVEDALEN,43361,STENSVÄGEN 12,"Aktiebolaget ska idka agentur- och grosshandelsrörelse i textil-, metall- samt skinn och läderbranscherna, ävensom idka annan därmed förenlig verksamhet.",1912-10-04,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556013-0709,BMI Sverige AB,BMI Sverige AB,46860,,46860,MALMÖ,21537,PULPETGATAN 20,"Bolaget har till föremål för sin verksamhet att tillverka och försälja tätskikt, skiffer, även som annat byggnadsmaterial och isoleringsmaterial samt att utföra tätskiktsentreprenader, isoleringar, servicearbete och andra sådana arbeten och att driva med nämnda verksamhetsgrenar förenlig rörelse.",1916-02-07,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556000-8145,Setra Byggprodukter AB,Setra Byggprodukter AB,46831,,46831,SOLNA,16903,BOX 3027,"Bolaget skall direkt eller indirekt bedriva tillverkning och handel med kökssnickerier, byggnadsmaterial, limträ, hyvlade produkter och andra produkter inom träindustrin bedriva därmed förenlig verksamhet. Bolaget skall därjämte vara samordnande organ för verksamheter som bedrives av bolagets dotterbolag och eller av andra företag vilka står i koncern eller annan intressegemenskap med bolaget.  Till förmån för företag, vilka står i koncern eller annan intressegemenskap med bolaget, må detta ingå borgensförbindelser och företaga andra rättshandlingar, även om dessa eljest skulle falla utom ramen för den nyss angivna verksamheten.",1897-05-31,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556006-8388,STILL Sverige AB,STILL Sverige AB,46649,,46649; 33120; 77390,MALMÖ,21376,STENÅLDERSGATAN 13,"Still Stocka AB med säte i stockmöllan, Eslövs kommun, är en av Sveriges ledande leverentörer av truckar och materialhanteringsutrustning och erbjuder helhetslösningar till sina kunder. Marknadsföring och försäljning sker under varumärkena Stocka och Still. Bolaget ansvarar för försäljning av Still-koncernens produkter på den svenska marknaden.",1906-06-25,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556025-4723,Söderbokhandeln Hansson & Bruce Aktiebolag,Söderbokhandeln Hansson & Bruce Aktiebolag,47611,,47611,STOCKHOLM,10266,BOX 4275,Bolaget skall bedriva bokhandel och därmed förenlig verksamhet.,1926-12-15,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556025-3139,Smycka Kumla AB,Smycka Kumla AB,47771,,47771,KUMLA,69230,ODENGATAN 7 B,"Bolaget ska bedriva internet- och handelsrörelse, design och tillverkning av guldsmedsvaror - nya, gamla och antika smycken, matsilver, klockor och present/inredningsartiklar och andra lik- nande artiklar, dopgåvor, jubileumsgåvor och profilartiklar, äga och förvalta fast och lös egnedom, kurs- och utbildningsverksam- het inom guld/silversmide samt pedagogisk kompetensutveckling, fortbildning och skolutveckling och därmed förenlig verksamhet.",1926-10-23,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556017-6488,Bona Aktiebolag,Bona Aktiebolag,46831,,46831; 46850,MALMÖ,20021,BOX 21074,"Bolaget ska idka fabrikation och försäljning av kemikalier samt till den kemiska branschen hörande artiklar, idka tillverkning och försäljning av golvslipmaskiner, äga och förvalta fastigheter och värdepapper samt bedriva annan därmed förenlig verksamhet.",1919-08-01,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556034-7956,Ekströms Konst- & Inramningsaffär Aktiebolag,Ekströms Konst- & Inramningsaffär Aktiebolag,47692,,47692,VÄSTERÅS,72215,KÖPMANGATAN 5,Bolaget skall driva handel med konst samt därmed förenlig verksamhet.,1936-01-10,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556031-5987,Rohlin - Dentalen Aktiebolag,Rohlin - Dentalen Aktiebolag,46649,,46649,BLENTARP,27564,FRIHULTSVÄGEN 209,Bolaget skall bedriva tillverkning och handel med dentalartiklar och maskiner för dentalbranschen ävensom idka därmed förenlig verksamhet.,1932-11-11,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556011-6120,Fructus Data AB,Fructus Data Aktiebolag,46501,,46501,SKÄRHOLMEN,12739,STORSÄTRAGRÄND 5,"Bolaget skall bedriva utveckling, tillverkning och försäljning av datorer, datorstyrda maskiner och programvara samt därmed förenlig verksamhet.",1913-08-11,active,,,http://www.fructus.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/fructus+data+ab/sk%C3%A4rholmen/hanpuffcm | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info@fructus.se,+46 8 594 116 30,fructus.se,https://fructus.se,static,no,product_cards,static@https://fructus.se:productCards(4),
556019-2055,Spring Wine & Spirits AB,Spring Wine & Spirits AB,46340,,46340; 70100,STOCKHOLM,10430,BOX 45140,"Bolaget har till föremål för sin verksamhet att bedriva import, export, distribution, marknadsföring och försäljning av drycker samt därmed förenlig verksamhet.",1920-10-18,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556034-7329,Aktiebolaget Möbel-Hansson,Aktiebolaget Möbel-Hansson,47791,,47791,STOCKHOLM,11128,STORKYRKOBRINKEN 6,"Bolaget skall bedriva antikvitetshandel huvudsakligen avseende möbler samt uthyrning av antikviteter, ävensom idka därmed förenlig verksamhet.",1935-12-11,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556024-9541,Brobergs Tobakshandel Aktiebolag,Brobergs Tobakshandel Aktiebolag,47260,,47260; 47122; 47113,GÖTEBORG,41107,ARKADEN,"Bolaget skall bedriva handel med tobaksvaror, presentartiklar, konfektion jämte därmed förenlig verksamhet.",1926-06-02,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556011-6146,Unilever Sverige AB,Unilever Sverige AB,46330,,46330; 46440; 46450,SOLNA,17122,BOX 1056,"Bolaget har till föremål för sin verksamhet att bedriva till- verkning och handel med tvål, tvättmedel, toalettartiklar och andra kemisk-tekniska produkter, livsmedel av alla slag inklusive drycker samt utöva annan därmed förenlig verksamhet.",1913-08-11,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556030-1268,Aftén Bil Outlet AB,Aftén Bil Outlet AB,47811,,47811; 95311; 47820,ÅKERSBERGA,18420,BOX 96,Bolaget ska bedriva handel med bilar och fordon och därmed förenlig verksamhet.,1931-06-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556047-8868,Paulsons Möbler i Hässleholm AB,Paulsons Möbler i Hässleholm AB,47551,,47551; 47552,HÄSSLEHOLM,28152,STJÄRNEHOLMSVÄGEN 10,"Bolaget skall bedriva handel med möbler, ävensom idka därmed förenlig verksamhet.",1946-07-20,active,,,https://www.svenskahem.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/svenska+hem+h%C3%A4ssleholm/h%C3%A4ssleholm/cpbdccp | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info.hassleholm@svenskahem.se,+46451745410,svenskahem.se,,,,,,
556042-3641,Holm Trävaror AB,Holm Trävaror AB,46831,,46831; 16111; 46832,SÄVSJÖ,57633,SKEPPERSTADVÄGEN 7,"Föremålet för bolagets verksamhet är tillverkning av och handel med produkter främst inom träsektorn, idka leasingverksamhet samt handel med värdepapper och därmed förenlig verksamhet.",1943-04-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556012-3456,Företagsregistrering Findus Sverige AB,Findus Sverige Aktiebolag,46390,,46390; 10710; 10612; 10722,MALMÖ,21119,NORDENSKIÖLDSGATAN 8,"Bolaget ska tillverka och försälja livsmedel och därtill hörande ingredienser samt att bedriva annan verksamhet i anslutning härtill, innefattande även rätt för bolaget att äga och förvalta aktier i andra bolag och därmed förenlig verksamhet.",1905-12-27,active,,,http://www.findus.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/findus-sverige-ab/malm%C3%B6/lgsxdehj | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,,,findus.se,https://findus.se,static,no,product_cards,static@https://findus.se:productCards(9),
556017-2065,Klippan Yllefabrik Aktiebolag,Klippan Yllefabrik Aktiebolag,46410,,46410,KLIPPAN,26438,JÄRNVÄGSGATAN 21,"Bolaget skall bedriva tillverkning och handel med textilier, garn, hemtextilier, heminredning, inredningsdetaljer och därmed förenlig verksamhet.",1919-04-05,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556009-5134,Aktiebolaget Bovallstrands badinrättning,Aktiebolaget Bovallstrands badinrättning,46420,,46420; 93119,BOVALLSTRAND,45647,RAGÅRDSGATAN 6,"Bolaget ska ha till föremål för sin verksamhet att upplåta badmöjligheter i havet, bedriva uthyrning av tennisbanor, anordna sommarsammankomster och därmed förenlig verksamhet.",1910-03-30,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556014-8412,Sonepar Sverige AB,Sonepar Sverige AB,46433,,46433; 46431; 46831; 95220,SOLLENTUNA,19183,Norrvikenleden 97,"Föremålet för bolagets verksamhet, skall vara att äga och förvalta aktier och andelar, att direkt eller indirekt idka grossiströrelse för el-, ventilations- och byggplåtprodukter liksom marknadsföring, handel och service avseende vitvaror samt att driva därmed förenlig verksamhet.",1917-10-05,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556034-1330,Aktiebolaget Volvo Penta,Aktiebolaget Volvo Penta,46649,,46649; 71122; 28110; 70100; 29102,GÖTEBORG,40508,,"Bolagets verksamhet skall avse att- självt eller genom innehav av aktier eller andelar i andra företag - bedriva tillverkning av och handel med motorer för marint och industriellt bruk, tillbehör och reservdelar därtill samt servicetjänster med avseende på de nämnda produkterna ävensom annan därmed förenlig verksamhet.",1935-05-13,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556006-0625,Embellence Group AB (publ),Embellence Group AB (publ),46860,,46860,BORÅS,50464,RYSSNÄSGATAN 8,"Bolaget skall direkt eller indirekt genom dotterbolag tillverka och sälja tapeter, textiler och andra inredningsartiklar, äga och förvalta aktier och andelar i dotterbolag samt tillhandahålla administrativa tjänster för dessa bolag och därmed bedriva förenlig verksamhet.",1905-04-17,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556039-3836,MATT-TEMA Sverige AB,MATT-TEMA Sverige AB,46471,,46471; 46410; 68203,ÄNGELHOLM,26271,HEIMDALLGATAN 48,Aktiebolaget ska bedriva handelsrörelse inom matt- och textilrörelse jämte därmed förenlig verksamhet.,1940-05-29,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556035-8672,Clas Ohlson Aktiebolag,Clas Ohlson Aktiebolag,47122,,47122; 47123; 70100,INSJÖN,79385,,"Föremålet för bolagets verksamhet är att bedriva detaljhandel och postorder med varuhussortiment, äga och förvalta aktier i dotterbolag, ävensom idka därmed förenlig verksamhet.",1937-02-15,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556012-5220,Beijer Byggmaterial,Beijer Byggmaterial Aktiebolag,46831,,46831; 47521; 52100; 47522; 46832,SOLLENTUNA,19127,BOX 798,"Bolaget skall direkt eller genom dotterbolag bedriva handel, fabrikation, agentur- samt entreprenadverksamhet inom byggnads- materialbranschen, utveckla tekniska uppslag och nyheter inom denna bransch, att äga och förvalta fast och lös egendom samt bedriva annan därmed förenlig verksamhet.",1915-04-06,active,,,https://www.beijerbygg.se/foretag/sv/valkommen-till-beijer-byggmaterial,,hitta_name,high,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_detail | hitta_name:https://www.hitta.se/beijer-byggmaterial-ab-bandhagen/bandhagen/mnggpxdf | hitta_name:orgnr_match | hitta_name:url_in_own_segment,,,beijerbygg.se,https://beijerbygg.se,static,yes,cart; checkout; product_cards; priced_cards,static@https://beijerbygg.se:hasCheckout(uiPhrase) | static@https://beijerbygg.se:hasCart(uiPhrase) | static@https://beijerbygg.se:pricedCards(multiPrices) | static@https://beijerbygg.se:productCards(200) | DECISION@static@https://beijerbygg.se,
556015-1895,Målarnes Färg Aktiebolag,Happy Homes Gävle AB,47523,,47523,GÄVLE,80301,LÖTÄNGSGATAN 2,Bolaget skall idka färghandelsrörelse och därmed förenlig verksamhet.,1931-06-05,active,,,http://www.happyhomes.se/gavle/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/happy+homes+g%C3%A4vle+ab/g%C3%A4vle/jmossxjp | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info.jonkoping@happyhomes.se,+4636710501,happyhomes.se,,,,,,
556008-5440,Disperator Producerad av Decision by Heart Cookies Integritetspolicy,Disperator AB,46649,,46649; 64994; 71122,SEGELTORP,14171,MÄLARVÄGEN 9,"Bolaget skall bedriva utveckling, tillverkning och försäljning av avfallskvarnar och annan utrustning inom området för avfalls- hantering samt konsultverksamhet inom samma område, äga och förvalta värdepapper samt idka därmed förenlig verksamhet.",1908-11-19,active,,,http://www.disperator.se/,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/disperator+ab/segeltorp/fmrzzkgpq | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,info@disperator.se; service@disperator.se,+46 8 724 01 60; +46 70 329 03 29,disperator.se,https://disperator.se/kontakta-disperator/,browser,no,product_cards; sampled_3,main@https://disperator.se/:productCards(45) | main@https://disperator.se/:samplingRan(sampled=3) | sampleURL@https://disperator.se/produkter/avfallskvarn-500a-bs-k-excellent-serien/:status=200 | sampleURL@https://disperator.se/produkter/avfallskvarn-500a-mc-excellent-serien/:status=200 | sampleURL@https://disperator.se/produkter/avfallskvarn-500a-bas-excellent-serien/:status=200,
556014-5277,A. Ferd. Sjöberg Aktiebolag,A. Ferd. Sjöberg Aktiebolag,46472,,46472; 70200,SKANÖR,23930,RÅDHUSTORGET 7,"Bolaget skall bedriva handel med manufakturvaror samt köpa, sälja, äga och förvalta fastigheter samt därmed förenlig verksamhet.",1917-06-20,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556032-3189,Velant AB,Velant AB,47551,,47551; 47532,STOCKHOLM,11528,SANDHAMNSGATAN 63 C,"Bolaget ska bedriva handel med möbler och andra inrednings- artiklar, konsultativ verksamhet inom inredning, förvaltning av fastigheter och värdepapper, uthyrning av inventarier ävensom utöva annan därmed förenlig verksamhet.",1933-08-02,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556012-4769,WILO Nordic AB,WILO Nordic AB,46649,,46649,VÄXJÖ,35033,BOX 3024,Bolaget skall bedriva försäljning och montering av pumpsystem på den nordiska marknaden och idka därmed förenlig verksamhet.,1915-02-22,active,,,http://www.wilo.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/wilo-nordic-ab/malm%C3%B6/lrssxdlrs | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment,wilo.se@wilo.com; service.se@wilo.com,+46 243 50 33; +46 470 72 76 00,wilo.se,https://wilo.com/se/sv/Service/Service/Service%C3%A4renden/,browser,no,checkout; product_cards; sampled_1; sample_addtocart_1,main@https://wilo.com/se/sv/:hasCheckout(urlPath:/order) | main@https://wilo.com/se/sv/:productCards(6) | main@https://wilo.com/se/sv/:samplingRan(sampled=1) | sampleURL@https://wilo.se/se/sv/Pumpar-och-pumpsystem/sv/product-compare:status=200:ATC | contact_like@https://wilo.com/se/sv/Service/:hasCheckout(urlPath:/order) | contact_like@https://wilo.com/se/sv/Service/Service/:hasCheckout(urlPath:/order) | contact_like@https://wilo.com/se/sv/Service/Verktyg/:hasCheckout(urlPath:/order) | contact_like@https://wilo.com/se/sv/Service/Wilo-Utbytesv%C3%A4ska/:hasCheckout(urlPath:/order) | contact_like@https://wilo.com/se/sv/Service/Kataloger-prislista-och-broschyrer/:hasCheckout(urlPath:/order) | contact_like@https://wilo.com/se/sv/Service/Byggvarudeklarationer/iBVD/:hasCheckout(urlPath:/order) | contact_like@https://wilo.com/se/sv/Service/Nyheter/:hasCheckout(urlPath:/order) | contact_like@https://wilo.com/se/sv/Service/Utbildningar/:hasCheckout(urlPath:/order) | contact_like@https://wilo.com/se/sv/Om-Wilo/Kontakt/:hasCheckout(urlPath:/order) | contact_like@https://wilo.com/se/sv/Service/Service/Service%C3%A4renden/:hasCheckout(urlPath:/order),
556032-8220,"Möbel-Köp, Gottfrid Fransson Aktiebolag","Möbel-Köp, Gottfrid Fransson Aktiebolag",47551,,47551,TIDAHOLM,52232,RAMSTORPSVÄGEN 2,"Bolaget skall bedriva handel med möbler, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",1934-01-31,active,,,http://mobelkop.se,,hitta_orgnr,high,hitta_orgnr:hitta_detail | hitta_orgnr:https://www.hitta.se/m%C3%B6bel+k%C3%B6p+gottfrid+fransson+ab/tidaholm/mtuvhcmqr | hitta_orgnr:orgnr_match | hitta_orgnr:url_in_own_segment | hitta_orgnr:email_in_segment | hitta_orgnr:phone_in_segment,info@mobelkop.se,+4650271481,mobelkop.se,,,,,,
556020-7838,Broson Steel AB,Broson Steel AB,46841,,46841; 46820,VÅRGÅRDA,44723,BOX 84,"Bolaget skall driva handel med och tillverkning av industriförnödenheter, företrädesvis järnmanufaktur, samt därmed förenlig rörelse.",1922-05-12,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
556013-8827,Directa AB,Directa AB,46649,,46649,UPPLANDS VÄSBY,19427,BOX 723,"Bolaget skall tillhandahålla utrustning, varor och tjänster huvudsakligen inom tandvårdsområdet, att producera dentalprodukter samt driva i samband därmed förenlig verksamhet.",1916-12-16,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556023-4147,Landskrona Herrcenter Aktiebolag,Landskrona Herrcenter Aktiebolag,47711,,47711,LANDSKRONA,26161,VÄSTERVÅNGSVÄGEN 10,Bolaget skall driva försäljning av herr- och damkonfektion samt därmed förenlig verksamhet.,1924-10-27,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_next_data,,,,,,,,,
556032-3742,Skorosen i Malmö Aktiebolag,Skorosen i Malmö Aktiebolag,47721,,47721,LIMHAMN,21614,JÄRNVÄGSGATAN 37,Bolaget ska bedriva handelsbutik inom skobranschen.,1933-08-18,active,,,,,not_found,,hitta_orgnr:hitta_no_url_found | hitta_name:hitta_no_url_found,,,,,,,,,
